chain,regret_frac
newchain00,0.05517146319115548
newchain01,0.0
newchain02,0.46009282814579283
newchain03,0.75248837528046
newchain04,0.0
newchain05,0.4849414648429077
newchain06,0.5414021417227661
newchain07,0.5386756488429553
newchain08,0.47259433541966744
newchain09,0.14837709805544994
newchain10,0.23448056342079776
newchain11,1.1524966291503487
