chain,triple,err_lucj,S0
newchain01,"(2, 4, 5)",557.5345311406447,1.0949937268925867
newchain01,"(2, 4, 6)",546.50530187073,1.3723384950163493
newchain01,"(2, 4, 7)",561.6283710556704,1.746919123600164
newchain01,"(2, 4, 8)",576.8772281776036,4.409806189914862
newchain01,"(2, 4, 9)",561.0102936937622,5.291844210363828
newchain01,"(2, 5, 6)",548.2421731813174,1.3723384950163495
newchain01,"(2, 5, 7)",562.4491045165216,1.746919123600164
newchain01,"(2, 5, 8)",576.8507938053027,4.409806189914862
newchain01,"(2, 5, 9)",561.8962081918015,5.291844210363828
newchain01,"(2, 6, 7)",553.4132246901997,2.024263891723927
newchain01,"(2, 6, 8)",571.3199360875611,4.687150958038624
newchain01,"(2, 6, 9)",550.257421290504,5.569188978487591
newchain01,"(2, 7, 8)",589.6765798082324,5.0617315866224395
newchain01,"(2, 7, 9)",566.461831263057,5.943769607071405
newchain01,"(2, 8, 9)",544.4694274599664,8.606656673386103
newchain01,"(3, 4, 5)",583.9973664809737,0.7204130983087715
newchain01,"(3, 4, 6)",571.9986152913226,0.9977578664325344
newchain01,"(3, 4, 7)",584.8469303716515,1.3723384950163489
newchain01,"(3, 4, 8)",604.6317612161749,4.035225561331047
newchain01,"(3, 4, 9)",584.7284005771103,4.917263581780013
newchain01,"(3, 5, 6)",572.9983342739065,0.9977578664325344
newchain01,"(3, 5, 7)",584.9372818086449,1.372338495016349
newchain01,"(3, 5, 8)",603.8109819298461,4.035225561331047
newchain01,"(3, 5, 9)",584.90311370526,4.917263581780013
newchain01,"(3, 6, 7)",574.8677589336451,1.649683263140112
newchain01,"(3, 6, 8)",597.3623133495316,4.312570329454809
newchain01,"(3, 6, 9)",572.3522932620009,5.194608349903776
newchain01,"(3, 7, 8)",613.5470233942985,4.687150958038624
newchain01,"(3, 7, 9)",586.1378412561189,5.56918897848759
newchain01,"(3, 8, 9)",568.3520536667137,8.232076044802287
newchain01,"(4, 5, 6)",571.8066817142518,0.7204130983087718
newchain01,"(4, 5, 7)",583.659961245286,1.0949937268925862
newchain01,"(4, 5, 8)",603.565128965041,3.757880793207284
newchain01,"(4, 5, 9)",584.9789068985353,4.639918813656251
newchain01,"(4, 6, 7)",571.9487653498447,1.372338495016349
newchain01,"(4, 6, 8)",595.4650789215688,4.035225561331047
newchain01,"(4, 6, 9)",570.8397786526991,4.917263581780013
newchain01,"(4, 7, 8)",611.6187865310758,4.409806189914861
newchain01,"(4, 7, 9)",584.5740790690197,5.291844210363828
newchain01,"(4, 8, 9)",567.6783088637522,7.954731276678525
newchain01,"(5, 6, 7)",572.1066084784487,1.3723384950163493
newchain01,"(5, 6, 8)",594.7091270178566,4.035225561331047
newchain01,"(5, 6, 9)",571.0335812643236,4.917263581780013
newchain01,"(5, 7, 8)",609.9711364234803,4.409806189914861
newchain01,"(5, 7, 9)",583.9176053329176,5.291844210363828
newchain01,"(5, 8, 9)",566.2996273966261,7.954731276678526
newchain01,"(6, 7, 8)",603.7160720568648,4.687150958038624
newchain01,"(6, 7, 9)",571.723350003797,5.56918897848759
newchain01,"(6, 8, 9)",557.7366532010286,8.232076044802287
newchain01,"(7, 8, 9)",574.7115815650723,8.606656673386102
newchain02,"(0, 1, 2)",641.024423766436,8.606656673386103
newchain02,"(0, 1, 3)",619.8494498055869,8.23207604480229
newchain02,"(0, 1, 4)",623.0759245410402,7.954731276678526
newchain02,"(0, 1, 5)",629.7287023411027,7.954731276678526
newchain02,"(0, 1, 6)",628.7955237111778,8.23207604480229
