chain,triple,err_lucj,S0
newchain03,"(2, 4, 9)",511.04552667222333,5.291844210363828
newchain03,"(2, 5, 6)",495.0171449812837,1.3723384950163495
newchain03,"(2, 5, 7)",496.7360253819839,1.746919123600164
newchain03,"(2, 5, 8)",532.5493701697228,4.409806189914862
newchain03,"(2, 5, 9)",512.2135914247368,5.291844210363828
newchain03,"(2, 6, 7)",489.01694718438995,2.024263891723927
newchain03,"(2, 6, 8)",527.5712789193951,4.687150958038624
newchain03,"(2, 6, 9)",501.39385421354456,5.569188978487591
newchain03,"(2, 7, 8)",534.9655598026857,5.0617315866224395
newchain03,"(2, 7, 9)",506.2893392095633,5.943769607071405
newchain03,"(2, 8, 9)",503.5320350337811,8.606656673386103
newchain03,"(3, 4, 5)",518.2740519915124,0.7204130983087715
newchain03,"(3, 4, 6)",507.64854846975106,0.9977578664325344
newchain03,"(3, 4, 7)",508.6435458906564,1.3723384950163489
newchain03,"(3, 4, 8)",550.2684770819375,4.035225561331047
newchain03,"(3, 4, 9)",524.7189932248242,4.917263581780013
newchain03,"(3, 5, 6)",508.6726537967143,0.9977578664325344
newchain03,"(3, 5, 7)",508.4354190524376,1.372338495016349
newchain03,"(3, 5, 8)",549.8502220663042,4.035225561331047
newchain03,"(3, 5, 9)",524.7853822086057,4.917263581780013
newchain03,"(3, 6, 7)",499.99606499137616,1.649683263140112
newchain03,"(3, 6, 8)",544.2408939006187,4.312570329454809
newchain03,"(3, 6, 9)",513.3729680622912,5.194608349903776
newchain03,"(3, 7, 8)",549.9062460225828,4.687150958038624
newchain03,"(3, 7, 9)",516.1077145215893,5.56918897848759
newchain03,"(3, 8, 9)",518.3284396050504,8.232076044802287
newchain03,"(4, 5, 6)",507.59311706024414,0.7204130983087718
newchain03,"(4, 5, 7)",507.1580509754137,1.0949937268925862
newchain03,"(4, 5, 8)",549.0628523513843,3.757880793207284
newchain03,"(4, 5, 9)",525.0619201359327,4.639918813656251
newchain03,"(4, 6, 7)",496.89545620429067,1.372338495016349
newchain03,"(4, 6, 8)",541.6648202360755,4.035225561331047
newchain03,"(4, 6, 9)",511.9216909652042,4.917263581780013
newchain03,"(4, 7, 8)",547.1534054943445,4.409806189914861
newchain03,"(4, 7, 9)",514.4848559228343,5.291844210363828
newchain03,"(4, 8, 9)",517.1818348942825,7.954731276678525
newchain03,"(5, 6, 7)",496.92627532360586,1.3723384950163493
newchain03,"(5, 6, 8)",541.4863116497859,4.035225561331047
newchain03,"(5, 6, 9)",512.1756564404168,4.917263581780013
newchain03,"(5, 7, 8)",545.7538679056393,4.409806189914861
newchain03,"(5, 7, 9)",513.5868669749364,5.291844210363828
newchain03,"(5, 8, 9)",516.1659944639733,7.954731276678526
newchain03,"(6, 7, 8)",540.4139060025389,4.687150958038624
newchain03,"(6, 7, 9)",502.596700702532,5.56918897848759
newchain03,"(6, 8, 9)",508.11800536247455,8.232076044802287
newchain03,"(7, 8, 9)",514.8539127677578,8.606656673386102
newchain04,"(0, 1, 2)",454.88466363248125,8.606656673386103
newchain04,"(0, 1, 3)",463.00277901924056,8.23207604480229
newchain04,"(0, 1, 4)",463.83585862340306,7.954731276678526
newchain04,"(0, 1, 5)",464.48220400688456,7.954731276678526
newchain04,"(0, 1, 6)",461.1569340252348,8.23207604480229
newchain04,"(0, 1, 7)",454.8691485426826,8.606656673386103
newchain04,"(0, 1, 8)",515.8699866842173,11.2695437397008
newchain04,"(0, 1, 9)",449.4847249574292,12.151581760149767
newchain04,"(0, 2, 3)",517.1809663290414,5.56918897848759
newchain04,"(0, 2, 4)",520.8937435599265,5.291844210363828
newchain04,"(0, 2, 5)",522.3186428385551,5.291844210363828
newchain04,"(0, 2, 6)",519.62604252466,5.569188978487591
newchain04,"(0, 2, 7)",518.5670513417638,5.943769607071405
newchain04,"(0, 2, 8)",557.7320432585386,8.606656673386103
newchain04,"(0, 2, 9)",522.7372236532135,9.488694693835068
newchain04,"(0, 3, 4)",537.5512731819931,4.917263581780013
newchain04,"(0, 3, 5)",537.9109535573727,4.917263581780013
newchain04,"(0, 3, 6)",534.6552474305577,5.194608349903776
newchain04,"(0, 3, 7)",532.0342151454245,5.56918897848759
newchain04,"(0, 3, 8)",576.2270749487035,8.232076044802287
newchain04,"(0, 3, 9)",537.3168554777284,9.114114065251254
newchain04,"(0, 4, 5)",543.5348174752495,4.639918813656251
newchain04,"(0, 4, 6)",538.7912234226651,4.917263581780014
newchain04,"(0, 4, 7)",535.6874438158128,5.291844210363828
newchain04,"(0, 4, 8)",579.9433952769562,7.954731276678526
newchain04,"(0, 4, 9)",542.4564033556907,8.836769297127493
newchain04,"(0, 5, 6)",539.7149404081097,4.917263581780014
newchain04,"(0, 5, 7)",535.4709932767535,5.291844210363828
newchain04,"(0, 5, 8)",580.0477395226621,7.954731276678526
newchain04,"(0, 5, 9)",542.6429584639063,8.836769297127493
newchain04,"(0, 6, 7)",532.9003966102644,5.569188978487591
newchain04,"(0, 6, 8)",580.0767211155788,8.23207604480229
newchain04,"(0, 6, 9)",537.7577369306996,9.114114065251254
newchain04,"(0, 7, 8)",584.0472656470457,8.606656673386103
newchain04,"(0, 7, 9)",538.9100813282707,9.488694693835068
newchain04,"(0, 8, 9)",549.5671500602625,12.151581760149767
newchain04,"(1, 2, 3)",531.6472243279185,4.687150958038624
newchain04,"(1, 2, 4)",531.35609255499,4.409806189914862
newchain04,"(1, 2, 5)",533.1181906378744,4.409806189914862
newchain04,"(1, 2, 6)",532.0577036012954,4.687150958038625
newchain04,"(1, 2, 7)",525.2975908246995,5.0617315866224395
newchain04,"(1, 2, 8)",607.6814492583562,7.724618652937137
newchain04,"(1, 2, 9)",472.84559273068714,8.606656673386103
newchain04,"(1, 3, 4)",544.3201214352839,4.035225561331047
newchain04,"(1, 3, 5)",545.0128658039262,4.035225561331047
newchain04,"(1, 3, 6)",543.6751234027133,4.31257032945481
newchain04,"(1, 3, 7)",534.8583818802375,4.687150958038625
newchain04,"(1, 3, 8)",621.6674991955715,7.3500380243533225
newchain04,"(1, 3, 9)",482.72408644772736,8.23207604480229
newchain04,"(1, 4, 5)",546.7956315971687,3.7578807932072844
newchain04,"(1, 4, 6)",543.7236902274831,4.035225561331047
newchain04,"(1, 4, 7)",534.6971176245559,4.409806189914862
newchain04,"(1, 4, 8)",622.3182613792302,7.0726932562295595
newchain04,"(1, 4, 9)",483.8893607699823,7.954731276678526
newchain04,"(1, 5, 6)",545.0411797782308,4.035225561331048
newchain04,"(1, 5, 7)",534.8680704454347,4.409806189914862
newchain04,"(1, 5, 8)",622.8820111555065,7.0726932562295595
newchain04,"(1, 5, 9)",484.8561170120549,7.954731276678526
newchain04,"(1, 6, 7)",534.2195445205284,4.687150958038625
newchain04,"(1, 6, 8)",624.7084655854325,7.3500380243533225
newchain04,"(1, 6, 9)",481.42585847503216,8.23207604480229
newchain04,"(1, 7, 8)",622.3731199989384,7.724618652937137
newchain04,"(1, 7, 9)",476.2345752411168,8.606656673386103
newchain04,"(1, 8, 9)",537.8400379096187,11.2695437397008
newchain04,"(2, 3, 4)",578.3731053664187,1.3723384950163493
newchain04,"(2, 3, 5)",579.7161217479667,1.3723384950163493
newchain04,"(2, 3, 6)",578.8116734764391,1.6496832631401122
newchain04,"(2, 3, 7)",575.4276517586368,2.024263891723927
newchain04,"(2, 3, 8)",640.5246718519572,4.687150958038624
newchain04,"(2, 3, 9)",535.2360372229751,5.569188978487591
newchain04,"(2, 4, 5)",584.1836303218511,1.0949937268925867
newchain04,"(2, 4, 6)",581.6599722266709,1.3723384950163493
newchain04,"(2, 4, 7)",577.9075583675067,1.746919123600164
newchain04,"(2, 4, 8)",643.214275085855,4.409806189914862
newchain04,"(2, 4, 9)",539.6217828581839,5.291844210363828
newchain04,"(2, 5, 6)",583.5960659880906,1.3723384950163495
newchain04,"(2, 5, 7)",578.7260104785572,1.746919123600164
newchain04,"(2, 5, 8)",644.421977246874,4.409806189914862
newchain04,"(2, 5, 9)",541.0635686981724,5.291844210363828
newchain04,"(2, 6, 7)",578.4761377235438,2.024263891723927
newchain04,"(2, 6, 8)",646.3233998706146,4.687150958038624
newchain04,"(2, 6, 9)",538.5068616354482,5.569188978487591
newchain04,"(2, 7, 8)",649.0980433239608,5.0617315866224395
newchain04,"(2, 7, 9)",537.9209361165733,5.943769607071405
newchain04,"(2, 8, 9)",575.3759354274557,8.606656673386103
newchain04,"(3, 4, 5)",604.2983571775143,0.7204130983087715
newchain04,"(3, 4, 6)",601.3526815522674,0.9977578664325344
newchain04,"(3, 4, 7)",595.9389477127451,1.3723384950163489
newchain04,"(3, 4, 8)",665.6998257614291,4.035225561331047
newchain04,"(3, 4, 9)",557.5901256564722,4.917263581780013
newchain04,"(3, 5, 6)",602.2865600201559,0.9977578664325344
newchain04,"(3, 5, 7)",595.7553651260614,1.372338495016349
newchain04,"(3, 5, 8)",665.8503214523793,4.035225561331047
newchain04,"(3, 5, 9)",558.0001827698675,4.917263581780013
newchain04,"(3, 6, 7)",595.0371219303498,1.649683263140112
newchain04,"(3, 6, 8)",667.2543833134253,4.312570329454809
newchain04,"(3, 6, 9)",555.0726000437205,5.194608349903776
newchain04,"(3, 7, 8)",668.7445824439031,4.687150958038624
newchain04,"(3, 7, 9)",552.7394440285258,5.56918897848759
newchain04,"(3, 8, 9)",594.0929199886389,8.232076044802287
newchain04,"(4, 5, 6)",607.1559484287156,0.7204130983087718
newchain04,"(4, 5, 7)",600.2400710832934,1.0949937268925862
newchain04,"(4, 5, 8)",670.4401295379325,3.757880793207284
newchain04,"(4, 5, 9)",564.3961225787253,4.639918813656251
newchain04,"(4, 6, 7)",597.906213112096,1.372338495016349
newchain04,"(4, 6, 8)",670.2883326341932,4.035225561331047
newchain04,"(4, 6, 9)",559.9361331543839,4.917263581780013
newchain04,"(4, 7, 8)",671.3642208217082,4.409806189914861
newchain04,"(4, 7, 9)",557.1709777598705,5.291844210363828
newchain04,"(4, 8, 9)",598.8048295740195,7.954731276678525
newchain04,"(5, 6, 7)",598.325387868364,1.3723384950163493
newchain04,"(5, 6, 8)",671.0610694746641,4.035225561331047
newchain04,"(5, 6, 9)",560.8895525977413,4.917263581780013
newchain04,"(5, 7, 8)",670.9700446756441,4.409806189914861
newchain04,"(5, 7, 9)",556.9756335277871,5.291844210363828
newchain04,"(5, 8, 9)",599.1591365181437,7.954731276678526
newchain04,"(6, 7, 8)",672.772814232248,4.687150958038624
newchain04,"(6, 7, 9)",554.7071079530177,5.56918897848759
newchain04,"(6, 8, 9)",599.4357659045502,8.232076044802287
newchain04,"(7, 8, 9)",602.642596546267,8.606656673386102
newchain05,"(0, 1, 2)",684.6773507155985,8.606656673386103
newchain05,"(0, 1, 3)",672.9007667919102,8.23207604480229
newchain05,"(0, 1, 4)",676.4534755728686,7.954731276678526
newchain05,"(0, 1, 5)",681.3606795519175,7.954731276678526
newchain05,"(0, 1, 6)",678.8434012465369,8.23207604480229
newchain05,"(0, 1, 7)",661.2057918041172,8.606656673386103
newchain05,"(0, 1, 8)",633.3953692894703,11.2695437397008
newchain05,"(0, 1, 9)",633.2221267510185,12.151581760149767
newchain05,"(0, 2, 3)",620.809014483318,5.56918897848759
newchain05,"(0, 2, 4)",627.5437049525951,5.291844210363828
newchain05,"(0, 2, 5)",632.5596100181334,5.291844210363828
newchain05,"(0, 2, 6)",630.5076793092654,5.569188978487591
newchain05,"(0, 2, 7)",616.6362892998656,5.943769607071405
newchain05,"(0, 2, 8)",569.2819381990332,8.606656673386103
newchain05,"(0, 2, 9)",610.9024874894225,9.488694693835068
newchain05,"(0, 3, 4)",621.3131174416615,4.917263581780013
newchain05,"(0, 3, 5)",625.5801026665715,4.917263581780013
newchain05,"(0, 3, 6)",622.6418393065476,5.194608349903776
newchain05,"(0, 3, 7)",607.3425628878475,5.56918897848759
newchain05,"(0, 3, 8)",564.0259576665522,8.232076044802287
newchain05,"(0, 3, 9)",604.9401839179458,9.114114065251254
newchain05,"(0, 4, 5)",633.7855316229079,4.639918813656251
newchain05,"(0, 4, 6)",629.3709384704708,4.917263581780014
newchain05,"(0, 4, 7)",613.7473238423254,5.291844210363828
newchain05,"(0, 4, 8)",571.6442219507361,7.954731276678526
newchain05,"(0, 4, 9)",611.4963010889687,8.836769297127493
newchain05,"(0, 5, 6)",633.8064935463548,4.917263581780014
newchain05,"(0, 5, 7)",617.3316581188076,5.291844210363828
newchain05,"(0, 5, 8)",574.8713171694915,7.954731276678526
newchain05,"(0, 5, 9)",615.2351259670689,8.836769297127493
newchain05,"(0, 6, 7)",614.7254844920714,5.569188978487591
newchain05,"(0, 6, 8)",575.9448915269392,8.23207604480229
newchain05,"(0, 6, 9)",609.2889628494804,9.114114065251254
newchain05,"(0, 7, 8)",564.2948002786774,8.606656673386103
newchain05,"(0, 7, 9)",597.5820760151773,9.488694693835068
newchain05,"(0, 8, 9)",522.403550313273,12.151581760149767
newchain05,"(1, 2, 3)",663.182725294691,4.687150958038624
newchain05,"(1, 2, 4)",664.649823074698,4.409806189914862
newchain05,"(1, 2, 5)",669.9434362591647,4.409806189914862
newchain05,"(1, 2, 6)",668.8341420934316,4.687150958038625
newchain05,"(1, 2, 7)",651.6463947458747,5.0617315866224395
newchain05,"(1, 2, 8)",640.7103069935687,7.724618652937137
newchain05,"(1, 2, 9)",592.0270809716594,8.606656673386103
newchain05,"(1, 3, 4)",656.3853639291137,4.035225561331047
newchain05,"(1, 3, 5)",660.9113116282606,4.035225561331047
newchain05,"(1, 3, 6)",659.0963528462614,4.31257032945481
newchain05,"(1, 3, 7)",640.4350784930149,4.687150958038625
newchain05,"(1, 3, 8)",634.2425505077616,7.3500380243533225
newchain05,"(1, 3, 9)",582.4515843425404,8.23207604480229
newchain05,"(1, 4, 5)",663.8367435995108,3.7578807932072844
newchain05,"(1, 4, 6)",660.4121760955355,4.035225561331047
newchain05,"(1, 4, 7)",641.5156926313479,4.409806189914862
newchain05,"(1, 4, 8)",636.2188280129146,7.0726932562295595
newchain05,"(1, 4, 9)",584.2328705092523,7.954731276678526
newchain05,"(1, 5, 6)",665.1530935448661,4.035225561331048
newchain05,"(1, 5, 7)",645.372919097051,4.409806189914862
newchain05,"(1, 5, 8)",639.697099570852,7.0726932562295595
newchain05,"(1, 5, 9)",588.6832565134652,7.954731276678526
newchain05,"(1, 6, 7)",643.8535300343249,4.687150958038625
newchain05,"(1, 6, 8)",641.1622596639628,7.3500380243533225
newchain05,"(1, 6, 9)",584.601375470756,8.23207604480229
newchain05,"(1, 7, 8)",627.7629491004859,7.724618652937137
newchain05,"(1, 7, 9)",568.5556377323824,8.606656673386103
newchain05,"(1, 8, 9)",534.3514550529376,11.2695437397008
newchain05,"(2, 3, 4)",576.46441681932,1.3723384950163493
newchain05,"(2, 3, 5)",580.9386500016549,1.3723384950163493
newchain05,"(2, 3, 6)",579.879418527339,1.6496832631401122
newchain05,"(2, 3, 7)",565.21132868229,2.024263891723927
newchain05,"(2, 3, 8)",540.1278162408953,4.687150958038624
newchain05,"(2, 3, 9)",527.9919776055895,5.569188978487591
newchain05,"(2, 4, 5)",587.0174519494346,1.0949937268925867
newchain05,"(2, 4, 6)",584.2967339764326,1.3723384950163493
newchain05,"(2, 4, 7)",569.3338986953895,1.746919123600164
newchain05,"(2, 4, 8)",545.3418740229976,4.409806189914862
newchain05,"(2, 4, 9)",533.1378289981706,5.291844210363828
newchain05,"(2, 5, 6)",588.9517575936436,1.3723384950163495
newchain05,"(2, 5, 7)",573.1393940834311,1.746919123600164
newchain05,"(2, 5, 8)",548.8010652904504,4.409806189914862
newchain05,"(2, 5, 9)",537.2799394340389,5.291844210363828
newchain05,"(2, 6, 7)",572.3388753358316,2.024263891723927
newchain05,"(2, 6, 8)",551.4562839878705,4.687150958038624
newchain05,"(2, 6, 9)",533.5263907623329,5.569188978487591
newchain05,"(2, 7, 8)",541.1824373690965,5.0617315866224395
newchain05,"(2, 7, 9)",522.0604509019217,5.943769607071405
newchain05,"(2, 8, 9)",464.23088265145384,8.606656673386103
newchain05,"(3, 4, 5)",583.8536246145276,0.7204130983087715
newchain05,"(3, 4, 6)",580.3492841161919,0.9977578664325344
newchain05,"(3, 4, 7)",563.7499644477737,1.3723384950163489
newchain05,"(3, 4, 8)",544.7990508091314,4.035225561331047
newchain05,"(3, 4, 9)",529.916938963086,4.917263581780013
newchain05,"(3, 5, 6)",584.232220323357,0.9977578664325344
newchain05,"(3, 5, 7)",566.7827573441002,1.372338495016349
newchain05,"(3, 5, 8)",547.3969360450184,4.035225561331047
newchain05,"(3, 5, 9)",533.3111625672178,4.917263581780013
newchain05,"(3, 6, 7)",565.216082668778,1.649683263140112
newchain05,"(3, 6, 8)",549.4542850968331,4.312570329454809
newchain05,"(3, 6, 9)",528.8617723542188,5.194608349903776
newchain05,"(3, 7, 8)",537.2567441343828,4.687150958038624
newchain05,"(3, 7, 9)",515.3167015194508,5.56918897848759
newchain05,"(3, 8, 9)",461.93084137219563,8.232076044802287
newchain05,"(4, 5, 6)",590.2616607631508,0.7204130983087718
newchain05,"(4, 5, 7)",572.5594325862202,1.0949937268925862
newchain05,"(4, 5, 8)",554.3939085256486,3.757880793207284
newchain05,"(4, 5, 9)",540.1417186340574,4.639918813656251
newchain05,"(4, 6, 7)",569.3405343056934,1.372338495016349
newchain05,"(4, 6, 8)",554.7184173505402,4.035225561331047
newchain05,"(4, 6, 9)",534.069952898812,4.917263581780013
newchain05,"(4, 7, 8)",542.3235761936897,4.409806189914861
newchain05,"(4, 7, 9)",520.3713771719869,5.291844210363828
newchain05,"(4, 8, 9)",468.2737382959958,7.954731276678525
newchain05,"(5, 6, 7)",572.5670620490355,1.3723384950163493
newchain05,"(5, 6, 8)",557.5188637180144,4.035225561331047
newchain05,"(5, 6, 9)",537.5915351131395,4.917263581780013
newchain05,"(5, 7, 8)",544.2407644714624,4.409806189914861
newchain05,"(5, 7, 9)",523.0449524746979,5.291844210363828
newchain05,"(5, 8, 9)",470.7375294629088,7.954731276678526
newchain05,"(6, 7, 8)",546.4601846411963,4.687150958038624
newchain05,"(6, 7, 9)",518.9455430561676,5.56918897848759
newchain05,"(6, 8, 9)",470.2800695010181,8.232076044802287
newchain05,"(7, 8, 9)",460.68414287215995,8.606656673386102
newchain06,"(0, 1, 2)",655.7788771105138,8.606656673386103
newchain06,"(0, 1, 3)",630.2218769362433,8.23207604480229
newchain06,"(0, 1, 4)",631.7680063037443,7.954731276678526
newchain06,"(0, 1, 5)",639.3646508438193,7.954731276678526
newchain06,"(0, 1, 6)",635.0278020158155,8.23207604480229
newchain06,"(0, 1, 7)",601.8169566498583,8.606656673386103
newchain06,"(0, 1, 8)",574.9155444552656,11.2695437397008
newchain06,"(0, 1, 9)",619.3245934523351,12.151581760149767
newchain06,"(0, 2, 3)",581.1754487049807,5.56918897848759
newchain06,"(0, 2, 4)",586.0039732353473,5.291844210363828
newchain06,"(0, 2, 5)",593.7320666630538,5.291844210363828
newchain06,"(0, 2, 6)",589.7623264121519,5.569188978487591
newchain06,"(0, 2, 7)",560.2841392927882,5.943769607071405
newchain06,"(0, 2, 8)",511.6532035013588,8.606656673386103
newchain06,"(0, 2, 9)",601.0864390840318,9.488694693835068
newchain06,"(0, 3, 4)",565.0150354883028,4.917263581780013
newchain06,"(0, 3, 5)",571.8511189989961,4.917263581780013
newchain06,"(0, 3, 6)",567.1825643068935,5.194608349903776
newchain06,"(0, 3, 7)",535.7317935297879,5.56918897848759
newchain06,"(0, 3, 8)",491.21444611553056,8.232076044802287
newchain06,"(0, 3, 9)",581.268153203526,9.114114065251254
newchain06,"(0, 4, 5)",578.1763307972687,4.639918813656251
newchain06,"(0, 4, 6)",571.9718426879234,4.917263581780014
newchain06,"(0, 4, 7)",540.06811512446,5.291844210363828
newchain06,"(0, 4, 8)",496.55226063078663,7.954731276678526
newchain06,"(0, 4, 9)",586.0493211071666,8.836769297127493
newchain06,"(0, 5, 6)",579.0287969614889,4.917263581780014
newchain06,"(0, 5, 7)",546.1715677728573,5.291844210363828
newchain06,"(0, 5, 8)",502.7552496037364,7.954731276678526
newchain06,"(0, 5, 9)",591.9664578462393,8.836769297127493
newchain06,"(0, 6, 7)",542.2117782529173,5.569188978487591
newchain06,"(0, 6, 8)",501.97058609200695,8.23207604480229
newchain06,"(0, 6, 9)",584.7259518067656,9.114114065251254
newchain06,"(0, 7, 8)",474.3734472214145,8.606656673386103
newchain06,"(0, 7, 9)",557.823286230601,9.488694693835068
newchain06,"(0, 8, 9)",482.6066813806822,12.151581760149767
newchain06,"(1, 2, 3)",663.1861539799849,4.687150958038624
newchain06,"(1, 2, 4)",663.5386387556084,4.409806189914862
newchain06,"(1, 2, 5)",671.5688835876259,4.409806189914862
newchain06,"(1, 2, 6)",668.726537689162,4.687150958038625
newchain06,"(1, 2, 7)",636.2556160438278,5.0617315866224395
newchain06,"(1, 2, 8)",631.3434151993702,7.724618652937137
newchain06,"(1, 2, 9)",619.6487734314574,8.606656673386103
newchain06,"(1, 3, 4)",641.436906338404,4.035225561331047
newchain06,"(1, 3, 5)",648.5267932667468,4.035225561331047
newchain06,"(1, 3, 6)",645.2607979677358,4.31257032945481
newchain06,"(1, 3, 7)",610.7622901561305,4.687150958038625
newchain06,"(1, 3, 8)",611.0307980364755,7.3500380243533225
newchain06,"(1, 3, 9)",596.1287968340363,8.23207604480229
newchain06,"(1, 4, 5)",650.3339855360562,3.7578807932072844
newchain06,"(1, 4, 6)",645.4075811266229,4.035225561331047
newchain06,"(1, 4, 7)",610.5600466513304,4.409806189914862
newchain06,"(1, 4, 8)",611.5398801847318,7.0726932562295595
newchain06,"(1, 4, 9)",596.9464604332568,7.954731276678526
newchain06,"(1, 5, 6)",652.788692245231,4.035225561331048
newchain06,"(1, 5, 7)",616.9480213914991,4.409806189914862
newchain06,"(1, 5, 8)",617.8991463635972,7.0726932562295595
newchain06,"(1, 5, 9)",603.7068609700871,7.954731276678526
newchain06,"(1, 6, 7)",614.4317985148869,4.687150958038625
newchain06,"(1, 6, 8)",617.7159007258713,7.3500380243533225
newchain06,"(1, 6, 9)",598.5013333811108,8.23207604480229
newchain06,"(1, 7, 8)",589.1452275174363,7.724618652937137
newchain06,"(1, 7, 9)",566.6282820516165,8.606656673386103
newchain06,"(1, 8, 9)",539.2576086370458,11.2695437397008
newchain06,"(2, 3, 4)",564.8384362632122,1.3723384950163493
newchain06,"(2, 3, 5)",571.9680605088975,1.3723384950163493
newchain06,"(2, 3, 6)",569.2315094640303,1.6496832631401122
newchain06,"(2, 3, 7)",538.509419075691,2.024263891723927
newchain06,"(2, 3, 8)",518.6387002775748,4.687150958038624
newchain06,"(2, 3, 9)",545.487727080606,5.569188978487591
newchain06,"(2, 4, 5)",576.9301517139818,1.0949937268925867
newchain06,"(2, 4, 6)",572.5157459310522,1.3723384950163493
newchain06,"(2, 4, 7)",541.3759848823894,1.746919123600164
newchain06,"(2, 4, 8)",522.4127575533872,4.409806189914862
newchain06,"(2, 4, 9)",549.7290242854866,5.291844210363828
newchain06,"(2, 5, 6)",579.8987934204218,1.3723384950163495
newchain06,"(2, 5, 7)",547.7978345939345,1.746919123600164
newchain06,"(2, 5, 8)",528.9103618760622,4.409806189914862
newchain06,"(2, 5, 9)",556.1820312262569,5.291844210363828
newchain06,"(2, 6, 7)",545.7806013779978,2.024263891723927
newchain06,"(2, 6, 8)",529.6400039979324,4.687150958038624
newchain06,"(2, 6, 9)",551.1843359181174,5.569188978487591
newchain06,"(2, 7, 8)",503.58441492221664,5.0617315866224395
newchain06,"(2, 7, 9)",523.7283019554945,5.943769607071405
newchain06,"(2, 8, 9)",473.08704997788186,8.606656673386103
newchain06,"(3, 4, 5)",558.5611873033072,0.7204130983087715
newchain06,"(3, 4, 6)",553.6191385785196,0.9977578664325344
newchain06,"(3, 4, 7)",520.2884773665248,1.3723384950163489
newchain06,"(3, 4, 8)",506.57376995206425,4.035225561331047
newchain06,"(3, 4, 9)",531.3926263861149,4.917263581780013
newchain06,"(3, 5, 6)",560.0483895058348,0.9977578664325344
newchain06,"(3, 5, 7)",525.7463937218239,1.372338495016349
newchain06,"(3, 5, 8)",512.0337092146672,4.035225561331047
newchain06,"(3, 5, 9)",536.9418972980062,4.917263581780013
newchain06,"(3, 6, 7)",523.2406616906297,1.649683263140112
newchain06,"(3, 6, 8)",512.4557101602622,4.312570329454809
newchain06,"(3, 6, 9)",531.4453331177384,5.194608349903776
newchain06,"(3, 7, 8)",484.0572541364949,4.687150958038624
newchain06,"(3, 7, 9)",501.5629506480304,5.56918897848759
newchain06,"(3, 8, 9)",454.8879604183691,8.232076044802287
newchain06,"(4, 5, 6)",564.9411594970841,0.7204130983087718
newchain06,"(4, 5, 7)",530.283488245149,1.0949937268925862
newchain06,"(4, 5, 8)",517.5351575307499,3.757880793207284
newchain06,"(4, 5, 9)",542.8750292498491,4.639918813656251
newchain06,"(4, 6, 7)",526.0336326861683,1.372338495016349
newchain06,"(4, 6, 8)",516.1603699491817,4.035225561331047
newchain06,"(4, 6, 9)",535.7749821240301,4.917263581780013
newchain06,"(4, 7, 8)",487.4002474063346,4.409806189914861
newchain06,"(4, 7, 9)",505.5601351466672,5.291844210363828
newchain06,"(4, 8, 9)",460.02432920835014,7.954731276678525
newchain06,"(5, 6, 7)",531.7667067570549,1.3723384950163493
newchain06,"(5, 6, 8)",521.9135937747214,4.035225561331047
newchain06,"(5, 6, 9)",541.5162979071138,4.917263581780013
newchain06,"(5, 7, 8)",492.12739529829184,4.409806189914861
newchain06,"(5, 7, 9)",510.3621343005269,5.291844210363828
newchain06,"(5, 8, 9)",465.03929666715305,7.954731276678526
newchain06,"(6, 7, 8)",493.1546269238503,4.687150958038624
newchain06,"(6, 7, 9)",505.5792468017763,5.56918897848759
newchain06,"(6, 8, 9)",463.223609053883,8.232076044802287
newchain06,"(7, 8, 9)",437.1742945033121,8.606656673386102
newchain07,"(0, 1, 2)",616.6145422055687,8.606656673386103
newchain07,"(0, 1, 3)",603.6477062976413,8.23207604480229
newchain07,"(0, 1, 4)",600.9404461283791,7.954731276678526
newchain07,"(0, 1, 5)",608.4916850972215,7.954731276678526
newchain07,"(0, 1, 6)",600.1776327098032,8.23207604480229
newchain07,"(0, 1, 7)",578.5283189017347,8.606656673386103
newchain07,"(0, 1, 8)",556.8617306832273,11.2695437397008
newchain07,"(0, 1, 9)",585.9252701616988,12.151581760149767
newchain07,"(0, 2, 3)",565.4096031504574,5.56918897848759
newchain07,"(0, 2, 4)",566.1495176765792,5.291844210363828
newchain07,"(0, 2, 5)",573.7442977704017,5.291844210363828
newchain07,"(0, 2, 6)",565.9370277740852,5.569188978487591
newchain07,"(0, 2, 7)",548.9098379538815,5.943769607071405
newchain07,"(0, 2, 8)",506.08141967039796,8.606656673386103
newchain07,"(0, 2, 9)",577.968727886189,9.488694693835068
newchain07,"(0, 3, 4)",559.1383121130225,4.917263581780013
newchain07,"(0, 3, 5)",565.8792581899048,4.917263581780013
newchain07,"(0, 3, 6)",557.2728320390663,5.194608349903776
newchain07,"(0, 3, 7)",538.4118756822982,5.56918897848759
newchain07,"(0, 3, 8)",500.4673302125768,8.232076044802287
newchain07,"(0, 3, 9)",570.8375662469276,9.114114065251254
newchain07,"(0, 4, 5)",568.1894808248344,4.639918813656251
newchain07,"(0, 4, 6)",558.0493364076515,4.917263581780014
newchain07,"(0, 4, 7)",538.9174056123487,5.291844210363828
newchain07,"(0, 4, 8)",501.91147855201734,7.954731276678526
newchain07,"(0, 4, 9)",571.9936167868474,8.836769297127493
newchain07,"(0, 5, 6)",564.9830937763119,4.917263581780014
newchain07,"(0, 5, 7)",544.8503307376766,5.291844210363828
newchain07,"(0, 5, 8)",507.77183198157337,7.954731276678526
