system,chain,triple,tag,err_lucj,full_capture,n_unique_alpha,n_unique_beta,depth,status,err_sqd,captured,retained_J,retained_J_samespin,retained_J_oppspin,entropy_alpha,gini_alpha,top15_mass_alpha,w16_w15_alpha,role,triple_parsed,S0,is_floor,is_default
H10,newchain00,"(3, 4, 7)",newchain00_3-4-7,510.86519062022796,1.0000000000003904,246,248,3332,OK,313.6425504414442,0.5303056603868876,0.16995337126080895,0.33528211510542105,0.004624627416196836,0.8197678009657257,0.979333743902439,0.9535955,0.873509590461379,,"(3, 4, 7)",1.3723384950163489,False,False
H10,newchain00,"(1, 8, 9)",newchain00_1-8-9,470.2198856671238,1.0000000000004006,252,252,3370,OK,183.793476523908,0.6898434988794477,0.23025323863621647,0.33528211510542105,0.1252243621670119,1.6375452199304426,0.9526531626984127,0.876542,0.9491621877963958,,"(1, 8, 9)",11.2695437397008,False,False
H10,newchain00,"(4, 6, 7)",newchain00_4-6-7,517.3832605519308,1.0000000000003981,246,250,3332,OK,254.0983026985968,0.5923049037336439,0.16995337126080895,0.33528211510542105,0.004624627416196836,0.8542443608137767,0.9785091016260162,0.9516555,0.9788222180939996,,"(4, 6, 7)",1.372338495016349,False,False
H10,newchain00,"(3, 5, 7)",newchain00_3-5-7,508.1916315918038,1.000000000000404,247,247,3332,OK,257.63897298192353,0.5850479176271318,0.16995337126080895,0.33528211510542105,0.004624627416196836,0.8110859643202077,0.9797012631578947,0.9547145,0.9958799293702177,,"(3, 5, 7)",1.372338495016349,False,False
H10,newchain00,"(0, 2, 9)",newchain00_0-2-9,521.2729720415199,1.0000000000004023,252,252,3382,OK,268.3759400210688,0.5964458696692881,0.23384554918962175,0.33528211510542105,0.13240898327382242,2.267756455018286,0.9352767817460318,0.8343835,0.9962133762484026,,"(0, 2, 9)",9.488694693835068,False,False
H10,newchain00,"(0, 1, 9)",newchain00_0-1-9,479.8682138593815,1.0000000000003992,252,252,3332,OK,176.0218607551369,0.7171932603501914,0.24744843793235452,0.33528211510542105,0.15961476075928802,2.143452063321233,0.9395132063492063,0.8463445,0.9362785016286646,,"(0, 1, 9)",12.151581760149767,False,False
H10,newchain00,"(0, 8, 9)",newchain00_0-8-9,521.8707264208939,1.000000000000399,252,252,3370,OK,268.5698415179836,0.5924413268947204,0.24744843793235452,0.33528211510542105,0.15961476075928802,2.4434669521643024,0.9264971865079366,0.818478,0.9189699811069905,,"(0, 8, 9)",12.151581760149767,False,False
H10,newchain00,(),newchain00_floor,535.8800156675958,1.0000000000003932,239,238,3332,OK,460.79439923363896,0.41920555245317964,0.16764105755271053,0.33528211510542105,0.0,0.7246453593957563,0.9818790460251046,0.962788,0.9605954465849387,,(),,True,False
H10,newchain00,"(0, 1, 8)",newchain00_0-1-8,552.5252217291836,1.0000000000004117,252,252,3370,OK,226.57426660096914,0.6116299497750627,0.23025323863621644,0.33528211510542105,0.12522436216701183,1.9053516276420923,0.9448391190476191,0.8638265,0.9924930167597765,,"(0, 1, 8)",11.2695437397008,False,False
H10,newchain01,"(1, 2, 3)",newchain01_1-2-3,594.9830774676021,1.000000000000396,251,251,3280,OK,218.68588382996901,0.6177002325380508,0.21059498954601327,0.3866664285980977,0.03452355049392884,0.992512561614004,0.9747618884462151,0.9406955,0.9609677850554739,,"(1, 2, 3)",4.687150958038624,False,False
H10,newchain01,"(3, 7, 9)",newchain01_3-7-9,586.1378412561189,1.0000000000003955,251,251,3232,OK,284.13487036979035,0.5677253670814172,0.22779018884215138,0.3866664285980977,0.06891394908620502,1.3200116185728492,0.9640415577689243,0.9039335,0.9942806863176419,,"(3, 7, 9)",5.56918897848759,False,False
H10,newchain01,"(0, 2, 8)",newchain01_0-2-8,561.4799648501831,1.000000000000405,252,251,3232,OK,232.5837054698674,0.6165704369594397,0.242342506639822,0.3866664285980977,0.09801858468154624,1.4705259835350841,0.9597240079365079,0.8997815,0.8918256339538804,,"(0, 2, 8)",8.606656673386103,False,False
H10,newchain01,"(2, 4, 9)",newchain01_2-4-9,561.0102936937622,1.000000000000394,251,252,3232,OK,225.09066933756117,0.6488799660329444,0.227393045100956,0.3866664285980977,0.06811966160381429,1.1882658648895488,0.9674036414342629,0.912796,0.9554685365631546,,"(2, 4, 9)",5.291844210363828,False,False
H10,newchain01,"(4, 6, 9)",newchain01_4-6-9,570.8397786526991,1.0000000000004012,251,248,3232,OK,277.69232684612354,0.5801074522765162,0.22644361604601815,0.3866664285980977,0.06622080349393862,1.1821460872488767,0.9679748565737052,0.9135375,0.9995377646297494,,"(4, 6, 9)",4.917263581780013,False,False
H10,newchain01,"(0, 3, 7)",newchain01_0-3-7,598.9194810736213,1.0000000000004023,252,252,3232,OK,283.069644103656,0.5667983996522158,0.22779018884215133,0.3866664285980977,0.06891394908620498,1.3766833143654402,0.9625250555555556,0.9080075,0.9716742539200809,,"(0, 3, 7)",5.56918897848759,False,False
H10,newchain01,"(2, 7, 9)",newchain01_2-7-9,566.461831263057,1.0000000000004023,252,251,3232,OK,231.64754403300148,0.6318537620679329,0.2287396178970892,0.3866664285980977,0.07081280719608068,1.3078702267470395,0.9638224523809524,0.90407,0.9841492249759173,,"(2, 7, 9)",5.943769607071405,False,False
H10,newchain01,"(0, 5, 7)",newchain01_0-5-7,598.3871407327257,1.0000000000004012,251,252,3280,OK,279.22552992765407,0.5726226457212166,0.227393045100956,0.3866664285980977,0.06811966160381425,1.3519916888872652,0.9631125537848606,0.9090125,0.9945491500369549,,"(0, 5, 7)",5.291844210363828,False,False
H10,newchain01,"(1, 3, 9)",newchain01_1-3-9,590.1871141189891,1.0000000000004141,251,252,3280,OK,222.31769532754964,0.6338964714646422,0.24139307758488418,0.3866664285980977,0.09611972657167062,1.3837202844802299,0.9621831752988048,0.904505,0.9439555745407945,,"(1, 3, 9)",8.23207604480229,False,False
H10,newchain01,"(2, 5, 7)",newchain01_2-5-7,562.4491045165216,1.0000000000003972,247,249,3280,OK,337.0343178873521,0.5119601383558762,0.19659495706208513,0.3866664285980977,0.006523485526072514,0.7292161077042827,0.981006012145749,0.958874,0.8864005779302871,,"(2, 5, 7)",1.746919123600164,False,False
H10,newchain01,"(1, 3, 5)",newchain01_1-3-5,612.189077746037,1.0000000000003992,251,251,3280,OK,253.29360988272055,0.5733098478437803,0.20924841674988007,0.3866664285980977,0.03183040490166244,0.9548627678535317,0.9761799003984064,0.9457285,0.9000330469266358,,"(1, 3, 5)",4.035225561331047,False,False
H10,newchain01,"(5, 6, 7)",newchain01_5-6-7,572.1066084784487,1.0000000000004066,248,247,3280,OK,394.7287220475824,0.4582253363359656,0.1956455280071473,0.3866664285980977,0.004624627416196836,0.6964225553208465,0.9826803225806452,0.966485,0.9203235591506572,,"(5, 6, 7)",1.3723384950163493,False,False
H10,newchain01,"(1, 2, 4)",newchain01_1-2-4,589.2407111971352,1.0000000000004012,252,252,3280,OK,218.2515865373702,0.6194786029240124,0.21019784580481793,0.3866664285980977,0.03372926301153811,0.9440625012705415,0.9759780357142858,0.9426145,0.9660719508628254,,"(1, 2, 4)",4.409806189914862,False,False
H10,newchain01,"(0, 2, 4)",newchain01_0-2-4,571.8552272131578,1.0000000000004023,252,251,3232,OK,278.80496080416606,0.5739752205789898,0.227393045100956,0.3866664285980977,0.06811966160381425,1.2575002428383582,0.9653246587301587,0.913412,0.9880857117453543,,"(0, 2, 4)",5.291844210363828,False,False
H10,newchain01,"(2, 3, 6)",newchain01_2-3-6,549.3042110758956,1.0000000000004001,245,245,3232,OK,397.29720804737315,0.45759994948496185,0.19604267174834264,0.3866664285980977,0.005418914898587555,0.6202000402376237,0.9830508204081633,0.966359,0.9691102893191211,,"(2, 3, 6)",1.6496832631401122,False,False
H10,newchain01,"(2, 3, 5)",newchain01_2-3-5,558.6353863922992,1.0000000000004055,247,242,3280,OK,397.4206659977941,0.45816671915396556,0.1956455280071473,0.3866664285980977,0.0046246274161968375,0.6239607093578593,0.9834003765182187,0.9674625,0.9271734182976786,,"(2, 3, 5)",1.3723384950163493,False,False
H10,newchain01,"(1, 4, 8)",newchain01_1-4-8,646.5868353277368,1.000000000000402,251,252,3280,OK,223.67256646733404,0.6239641942776903,0.22380073454755073,0.3866664285980977,0.06093504049700372,1.419631615470232,0.961422577689243,0.897453,0.9950973218205766,,"(1, 4, 8)",7.0726932562295595,False,False
H10,newchain01,"(2, 3, 8)",newchain01_2-3-8,578.7706103812847,1.0000000000003986,250,250,3232,OK,281.0425414794002,0.5542544773086728,0.21059498954601327,0.3866664285980977,0.03452355049392883,1.0044780605093209,0.974962948,0.9417915,0.9569725246241576,,"(2, 3, 8)",4.687150958038624,False,False
