triple,val_identity,val_physical,val_newchain00,val_newchain11,changed
"(0, 1, 9)",45.3649425431995,14.018195621075389,31.804393770684737,19.230948180396496,True
"(0, 8, 9)",45.36494254319949,15.623011068532497,19.096995184426078,32.85885753636773,True
"(0, 1, 2)",32.83293317781348,14.913947443755104,18.375423745029153,20.453743194191347,True
"(5, 6, 7)",2.389101225317248,1.1604522993948714,1.9708580467335843,0.7962854434457167,True
