triple,captured,err_sqd,err_lucj,S0,S_int,S0_plus_Sint,system,chain
"(0, 1, 3)",0.5995156824584572,261.59552953727336,602.8339159197919,8.23207604480229,34.01037148840593,2.505361975758614,H10,rand007
"(2, 3, 7)",0.5655187337498514,255.8458898518392,542.8482985182139,2.024263891723927,3.2728215587632903,-2.5448556793712562,H10,rand007
"(1, 7, 9)",0.6759621879798738,189.72591267387796,560.7915036614744,8.606656673386103,33.95611410588015,2.6500562594208876,H10,rand007
"(0, 1, 5)",0.5995156824584572,261.59552953727336,615.9617054260549,7.954731276678526,32.678987650208626,2.2832448454659895,H10,rand007
"(3, 5, 9)",0.719213463812387,175.54212629681308,553.6716401042474,4.917263581780013,21.634895355047266,0.1471634122060556,H10,rand007
"(0, 1, 2)",0.9806563594670196,28.84444850734269,196.99025271097528,1.0482837986399605,0.45406343000046834,2.271714520347501,N2,identity
"(0, 1, 3)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,2.039819841671935,N2,identity
"(0, 1, 4)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,2.039819841671935,N2,identity
"(0, 1, 5)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,2.039819841671935,N2,identity
"(0, 1, 6)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,2.039819841671935,N2,identity
"(0, 1, 7)",0.9831338991515088,24.289052413038803,195.56600417168113,1.0482837986399605,0.45406343000046834,2.271714520347501,N2,identity
"(0, 1, 8)",0.9788639618129475,31.870454303643218,178.78282184649663,1.421873223676595,0.6695918677195529,4.62532518139114,N2,identity
"(0, 1, 9)",0.9831497139805824,24.267038653349005,171.6496972727839,1.5476169674235694,0.6580885904384034,4.901706124145916,N2,identity
"(0, 2, 3)",0.965979281459412,46.56101398974499,219.48523498463143,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 2, 4)",0.965979281459412,46.56101398974499,219.48523498463143,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 2, 5)",0.965979281459412,46.56101398974499,219.48523498463143,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 2, 6)",0.965979281459412,46.56101398974499,219.48523498463143,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 2, 7)",0.9394902763932316,51.57122019664939,215.57680901892695,0.6746943736033255,0.23853499228138375,-0.08189614069613937,N2,identity
"(0, 2, 8)",0.9788639618129475,31.870454303643218,196.2401214284455,1.04828379863996,0.45406343000046834,2.2717145203474995,N2,identity
"(0, 2, 9)",0.965979281459412,46.56101398974499,190.9296843770676,1.1740275423869344,0.4425601527193188,2.5480954631022747,N2,identity
"(0, 3, 4)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 3, 5)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 3, 6)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 3, 7)",0.9394902763932312,51.57122019664939,218.46622406026484,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 3, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.4425601527193188,2.0398198416719344,N2,identity
"(0, 3, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,2.3162007844267087,N2,identity
"(0, 4, 5)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 4, 6)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 4, 7)",0.9394902763932312,51.57122019664939,218.46622406026484,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 4, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.4425601527193188,2.0398198416719344,N2,identity
"(0, 4, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,2.3162007844267087,N2,identity
"(0, 5, 6)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5456854980472712,N2,identity
"(0, 5, 7)",0.9394902763932312,51.57122019664939,218.46622406026484,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 5, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.4425601527193188,2.0398198416719344,N2,identity
"(0, 5, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,2.3162007844267087,N2,identity
"(0, 6, 7)",0.9394902763932312,51.57122019664939,218.46622406026484,0.6162406386634199,0.2270317150002342,-0.3137908193717053,N2,identity
"(0, 6, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.4425601527193188,2.0398198416719344,N2,identity
"(0, 6, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,2.3162007844267087,N2,identity
"(0, 7, 8)",0.9790483593664856,28.615051437640204,195.82076334684473,1.04828379863996,0.45406343000046834,2.2717145203474995,N2,identity
"(0, 7, 9)",0.965979281459412,46.56101398974499,191.13416703146413,1.1740275423869344,0.4425601527193188,2.5480954631022747,N2,identity
"(0, 8, 9)",0.9762021976868116,31.307073886935655,173.93339520938866,1.547616967423569,0.6580885904384034,4.901706124145914,N2,identity
"(1, 2, 4)",0.9781335524780966,29.068263305447317,222.46989511181425,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 2, 3)",0.9781335524780966,29.068263305447317,222.46989511181425,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 2, 5)",0.9781335524780966,29.068263305447317,222.46989511181425,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 2, 6)",0.9781335524780966,29.068263305447317,222.46989511181425,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 2, 7)",0.9788648172146902,27.133941327647904,218.63625060402111,0.5489506298563516,0.2500382695625333,-0.35827708345091336,N2,identity
"(1, 2, 8)",0.9770425035292898,32.43364529834025,201.60100754070243,0.9225400548929862,0.46556670728161786,1.995333577592726,N2,identity
"(1, 2, 9)",0.9788639618129475,31.870454303643218,195.7700306299159,1.0482837986399605,0.45406343000046834,2.271714520347501,N2,identity
"(1, 3, 4)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 3, 5)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 3, 6)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 3, 7)",0.9784605395115764,27.934429967942265,222.34307368525208,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 3, 8)",0.9562949301626548,51.781914492949,205.66206399405473,0.8640863199530806,0.45406343000046834,1.76343889891716,N2,identity
"(1, 3, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,2.0398198416719353,N2,identity
"(1, 4, 5)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 4, 6)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 4, 7)",0.9784605395115764,27.934429967942265,222.34307368525208,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 4, 8)",0.9562949301626548,51.781914492949,205.66206399405473,0.8640863199530806,0.45406343000046834,1.76343889891716,N2,identity
"(1, 4, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,2.0398198416719353,N2,identity
"(1, 5, 6)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.822066440802045,N2,identity
"(1, 5, 7)",0.9784605395115764,27.934429967942265,222.34307368525208,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 5, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,2.0398198416719353,N2,identity
"(1, 5, 8)",0.9562949301626548,51.781914492949,205.66206399405473,0.8640863199530806,0.45406343000046834,1.76343889891716,N2,identity
"(1, 6, 7)",0.9784605395115764,27.934429967942265,222.34307368525208,0.490496894916446,0.23853499228138375,-0.590171762126479,N2,identity
"(1, 6, 8)",0.9562949301626548,51.781914492949,205.66206399405473,0.8640863199530806,0.45406343000046834,1.76343889891716,N2,identity
"(1, 6, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,2.0398198416719353,N2,identity
"(1, 7, 8)",0.9779408261104372,29.53252499214898,202.06666723062483,0.9225400548929862,0.46556670728161786,1.995333577592726,N2,identity
"(1, 7, 9)",0.9781007032403896,31.220052190747083,196.8434288821612,1.0482837986399605,0.45406343000046834,2.271714520347501,N2,identity
"(1, 8, 9)",0.9788639618129475,31.870454303643218,181.75380398555777,1.4218732236765952,0.6695918677195529,4.6253251813911405,N2,identity
"(2, 3, 4)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 3, 5)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 3, 6)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 3, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.9437824231701195,N2,identity
"(2, 3, 8)",0.9781335524780966,29.068263305447317,224.9537484457278,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(2, 3, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(2, 4, 5)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 4, 6)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 4, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.9437824231701195,N2,identity
"(2, 4, 8)",0.9781335524780966,29.068263305447317,224.9537484457278,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(2, 4, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(2, 5, 6)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-3.175677101845685,N2,identity
"(2, 5, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.9437824231701195,N2,identity
"(2, 5, 8)",0.9781335524780966,29.068263305447317,224.9537484457278,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(2, 5, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(2, 6, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.9437824231701195,N2,identity
"(2, 6, 8)",0.9781335524780966,29.068263305447317,224.9537484457278,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(2, 6, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(2, 7, 8)",0.9802140099837237,25.222162771839866,221.64850201534136,0.5489506298563513,0.2500382695625332,-0.35827708345091436,N2,identity
"(2, 7, 9)",0.9394902763932316,51.57122019664939,218.4791036838476,0.6746943736033257,0.23853499228138367,-0.08189614069613929,N2,identity
"(2, 8, 9)",0.9765678292215162,33.36606662193731,200.8592187391116,1.0482837986399602,0.4540634300004682,2.2717145203474995,N2,identity
"(3, 4, 6)",0.7962485851786193,113.99971569494484,251.87747738830524,2.505569063878359e-33,8.026099831447695e-36,-3.407571780521251,N2,identity
"(3, 4, 5)",0.7962485851786193,113.99971569494484,251.87747738830524,1.3426945516619363e-33,6.283947010460183e-36,-3.407571780521251,N2,identity
"(3, 4, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(3, 4, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(3, 5, 6)",0.7962485851786193,113.99971569494484,251.87747738830524,3.066798202155826e-33,8.026099831447695e-36,-3.407571780521251,N2,identity
"(3, 4, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(3, 5, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(3, 5, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(3, 5, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(3, 6, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(3, 6, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(3, 6, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(3, 7, 8)",0.9788648172146904,27.133941327647904,225.89050181281323,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(3, 7, 9)",0.9394902763932316,51.57122019664939,222.66688074347485,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(3, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,2.0398198416719335,N2,identity
"(4, 5, 6)",0.7962485851786193,113.99971569494484,251.87747738830524,2.547985835484871e-33,1.7421528209875115e-36,-3.407571780521251,N2,identity
"(4, 5, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(4, 5, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(4, 5, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(4, 6, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(4, 6, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(4, 6, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(4, 7, 8)",0.9788648172146904,27.133941327647904,225.89050181281323,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(4, 7, 9)",0.9394902763932316,51.57122019664939,222.66688074347485,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(4, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,2.0398198416719335,N2,identity
"(5, 6, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-3.175677101845685,N2,identity
"(5, 6, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.8220664408020459,N2,identity
"(5, 6, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5456854980472712,N2,identity
"(5, 7, 8)",0.9788648172146904,27.133941327647904,225.89050181281323,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(5, 7, 9)",0.9394902763932316,51.57122019664939,222.66688074347485,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(5, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,2.0398198416719335,N2,identity
"(6, 7, 8)",0.9788648172146904,27.133941327647904,225.89050181281323,0.49049689491644577,0.23853499228138367,-0.5901717621264803,N2,identity
"(6, 7, 9)",0.9394902763932316,51.57122019664939,222.66688074347485,0.61624063866342,0.22703171500023414,-0.3137908193717053,N2,identity
"(6, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,2.0398198416719335,N2,identity
"(7, 8, 9)",0.9788515552522662,29.259903314340363,202.97158975022,1.0482837986399602,0.4540634300004682,2.2717145203474995,N2,identity
"(2, 4, 6)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-2.755180849638616,N2,reverse
"(2, 4, 5)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-2.755180849638616,N2,reverse
"(2, 5, 8)",0.9781335524780966,29.068263305447317,224.9537484457278,0.49049689491644577,0.2385349922813837,-0.5549058731956522,N2,reverse
"(3, 5, 7)",0.8020183055023276,106.66698534184604,248.20147582488516,0.058453734939905605,0.011503277281149542,-2.755180849638616,N2,reverse
"(0, 3, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,1.914764712439832,N2,reverse
"(2, 5, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.32179532653825693,N2,reverse
"(0, 2, 3)",0.965979281459412,46.56101398974499,219.48523498463143,0.6162406386634199,0.2270317150002342,-0.32179532653825693,N2,reverse
"(0, 3, 5)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5186208106605268,N2,reverse
"(0, 1, 4)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,1.6816541657824378,N2,reverse
"(0, 6, 9)",0.965979281459412,46.56101398974499,194.1210960501678,1.1155738074470287,0.43105687543816923,1.914764712439832,N2,reverse
"(2, 3, 5)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-2.755180849638616,N2,reverse
"(2, 4, 9)",0.9558504132451004,33.0299463829391,221.09361992492893,0.61624063866342,0.22703171500023414,-0.32179532653825693,N2,reverse
"(0, 6, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.44256015271931876,1.6816541657824369,N2,reverse
"(3, 6, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.7517313573179221,N2,reverse
"(2, 3, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.558355365516346,N2,reverse
"(3, 6, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5186208106605268,N2,reverse
"(7, 8, 9)",0.9788515552522662,29.259903314340363,202.97158975022,1.0482837986399602,0.4540634300004683,1.878479649904707,N2,reverse
"(1, 5, 6)",0.9581210331383864,46.02280850293994,226.2432446882627,0.4320431599765404,0.2270317150002342,-0.7517313573179212,N2,reverse
"(1, 2, 7)",0.9788648172146902,27.133941327647904,218.63625060402111,0.5489506298563516,0.2500382695625333,-0.3580803890733817,N2,reverse
"(0, 5, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.44256015271931876,1.6816541657824369,N2,reverse
"(1, 2, 9)",0.9788639618129475,31.870454303643218,195.7700306299159,1.0482837986399605,0.45406343000046834,1.8784796499047076,N2,reverse
"(0, 1, 9)",0.9831497139805824,24.267038653349005,171.6496972727839,1.5476169674235694,0.6580885904384034,4.115039688882797,N2,reverse
"(3, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,1.6816541657824369,N2,reverse
"(2, 3, 4)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-2.755180849638616,N2,reverse
"(2, 6, 7)",0.8030626249760254,104.01992929894276,244.24523114676333,0.11690746987981121,0.023006554562299088,-2.558355365516346,N2,reverse
"(0, 3, 6)",0.9788639618129475,31.870454303643218,222.44706873203768,0.5577869037235144,0.21552843771908464,-0.5186208106605268,N2,reverse
"(0, 1, 3)",0.9788639618129478,31.870454303643218,199.73821783479195,0.9898300637000548,0.4425601527193188,1.6816541657824378,N2,reverse
"(3, 5, 6)",0.7962485851786193,113.99971569494484,251.87747738830524,3.066798202155826e-33,8.026099831447695e-36,-2.952006333760886,N2,reverse
"(0, 3, 8)",0.9788639618129475,31.870454303643218,199.48932575398717,0.9898300637000546,0.44256015271931876,1.6816541657824369,N2,reverse
"(1, 3, 8)",0.9562949301626548,51.781914492949,205.66206399405473,0.8640863199530806,0.45406343000046834,1.4485436191250427,N2,reverse
"(1, 3, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,1.681654165782438,N2,reverse
"(0, 1, 2)",0.9806563594670196,28.84444850734269,196.99025271097528,1.0482837986399605,0.45406343000046834,1.8784796499047076,N2,reverse
"(5, 8, 9)",0.9788639618129475,31.870454303643218,205.37821239115317,0.9898300637000547,0.4425601527193187,1.6816541657824369,N2,reverse
"(3, 4, 5)",0.7962485851786193,113.99971569494484,251.87747738830524,1.3426945516619363e-33,6.283947010460183e-36,-2.952006333760886,N2,reverse
"(2, 3, 6)",0.8020183055023274,106.66698534174655,247.85509242479975,0.058453734939905605,0.011503277281149547,-2.755180849638616,N2,reverse
"(0, 8, 9)",0.9762021976868116,31.307073886935655,173.93339520938866,1.547616967423569,0.6580885904384033,4.115039688882796,N2,reverse
"(4, 5, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5186208106605268,N2,reverse
"(1, 5, 9)",0.9788639618129475,31.870454303643218,199.76319712480972,0.9898300637000549,0.4425601527193188,1.681654165782438,N2,reverse
"(3, 5, 8)",0.9581210331383864,46.02280850293994,229.2616047512297,0.4320431599765402,0.22703171500023414,-0.7517313573179221,N2,reverse
"(5, 6, 9)",0.9788639618129475,31.870454303643218,225.3515752890536,0.5577869037235145,0.2155284377190846,-0.5186208106605268,N2,reverse
"(2, 4, 6)",0.964392756715518,45.75080481754412,267.07652547921157,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(2, 4, 5)",0.964392756715518,45.75080481754412,267.07652547921157,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(2, 5, 8)",0.973211483030115,37.2598280890486,241.54385177331503,0.49049689491644577,0.0034168391284247414,-1.522054930460562,N2,r039
"(3, 5, 7)",0.9645794364322232,41.59491381363978,266.5205507887407,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(0, 3, 9)",0.9629211927822986,48.084568788738125,212.15498198834837,1.1155738074470287,0.837780897650015,2.699924647209544,N2,r039
"(2, 5, 9)",0.9620023579000732,49.22033479513743,236.5760135249104,0.61624063866342,0.5300715068129745,0.5154537626984339,N2,r039
"(0, 2, 3)",0.9632309741275616,50.33715381054549,241.1634771947604,0.6162406386634199,0.3145430690938899,-0.1982657179505231,N2,r039
"(0, 3, 5)",0.9620186330560144,51.71034096474614,243.87458946036136,0.5577869037235144,0.3111262299654652,-0.3460176176248726,N2,r039
"(0, 1, 4)",0.9762021976868118,31.307073886935655,220.9527530809083,0.9898300637000548,0.5266546676845498,1.3761354346995058,N2,r039
"(0, 6, 9)",0.9629211927822986,48.084568788738125,212.15498198834837,1.1155738074470287,0.837780897650015,2.699924647209544,N2,r039
"(2, 3, 5)",0.964392756715518,45.75080481754412,267.07652547921157,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(2, 4, 9)",0.9620023579000732,49.22033479513743,236.5760135249104,0.61624063866342,0.5300715068129745,0.5154537626984339,N2,r039
"(0, 6, 8)",0.972737887074901,39.53086646883719,218.7170897838655,0.9898300637000546,0.3111262299654652,0.6624159540505486,N2,r039
"(3, 6, 8)",0.9570155385460308,49.74748074573654,245.56959412902305,0.4320431599765402,2.689956693544489e-35,-1.6698068301349114,N2,r039
"(2, 3, 7)",0.9674939870277988,38.688189150647645,262.84131698631086,0.11690746987981121,0.006833678256849483,-2.3827366024616334,N2,r039
"(3, 6, 9)",0.9620023579000732,49.22033479513743,240.55128666454095,0.5577869037235145,0.5266546676845498,0.3677018630240845,N2,r039
"(7, 8, 9)",0.9586843253266693,53.32064297364525,215.16282453404756,1.0482837986399602,0.5300715068129745,1.523887334373855,N2,r039
"(1, 5, 6)",0.942393460578674,68.95021345904695,245.24401080779512,0.4320431599765404,0.21552843771908464,-0.9560873494859541,N2,r039
"(1, 2, 7)",0.9647967029331338,44.664896552149,237.29449294354765,0.5489506298563516,0.22236211597593414,-0.660583550137255,N2,r039
"(0, 5, 8)",0.972737887074901,39.53086646883719,218.7170897838655,0.9898300637000546,0.3111262299654652,0.6624159540505486,N2,r039
"(1, 2, 9)",0.9762021976868118,31.307073886935655,211.2020897824749,1.0482837986399605,0.7455999445320591,2.2376068150228123,N2,r039
"(0, 1, 9)",0.9762021976868116,31.307073886935655,189.29863894774712,1.5476169674235694,1.0533093353690997,4.422077699533924,N2,r039
"(3, 8, 9)",0.9692307391254824,44.76206515614933,218.1819586831466,0.9898300637000547,0.5266546676845498,1.3761354346995056,N2,r039
"(2, 3, 4)",0.964392756715518,45.75080481754412,267.07652547921157,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(2, 6, 7)",0.9674939870277988,38.688189150647645,262.84131698631086,0.11690746987981121,0.006833678256849483,-2.3827366024616334,N2,r039
"(0, 3, 6)",0.9620186330560144,51.71034096474614,243.87458946036136,0.5577869037235144,0.3111262299654652,-0.3460176176248726,N2,r039
"(0, 1, 3)",0.9762021976868118,31.307073886935655,220.9527530809083,0.9898300637000548,0.5266546676845498,1.3761354346995058,N2,r039
"(3, 5, 6)",0.9571792171749968,49.68586330053881,270.8228584398995,3.066798202155826e-33,2.689956693544489e-35,-2.6782404018103327,N2,r039
"(0, 3, 8)",0.972737887074901,39.53086646883719,218.7170897838655,0.9898300637000546,0.3111262299654652,0.6624159540505486,N2,r039
"(1, 3, 8)",0.9570155385460308,49.74748074573654,222.1292335695466,0.8640863199530806,0.21552843771908464,0.052346222189467106,N2,r039
"(1, 3, 9)",0.9629024200878444,47.068027818241376,214.89981511282963,0.9898300637000549,0.7421831054036345,2.089854915348463,N2,r039
"(0, 1, 2)",0.9762021976868116,31.307073886935655,218.47619688747957,1.0482837986399605,0.5300715068129745,1.5238873343738555,N2,r039
"(5, 8, 9)",0.9692307391254824,44.76206515614933,218.1819586831466,0.9898300637000547,0.5266546676845498,1.3761354346995056,N2,r039
"(3, 4, 5)",0.9571792171749968,49.68586330053881,270.8228584398995,1.3426945516619363e-33,3.0362047528521725e-35,-2.6782404018103327,N2,r039
"(2, 3, 6)",0.964392756715518,45.75080481754412,267.07652547921157,0.058453734939905605,0.0034168391284247414,-2.530488502135983,N2,r039
"(0, 8, 9)",0.9707238680482776,38.886291139135665,190.02895637210315,1.547616967423569,0.837780897650015,3.708358218884965,N2,r039
