triple,val_identity,val_physical,val_newchain00,val_newchain11,changed
"(0, 1, 9)",57.516524303349264,26.169777381225156,43.95597553083451,31.382529940546263,True
"(0, 8, 9)",57.51652430334926,27.774592828682266,31.248576944575845,45.0104392965175,True
"(0, 1, 2)",41.439589851199585,23.520604117141207,26.982080418415258,29.060399867577452,True
"(5, 6, 7)",3.7614397203335974,2.5327907944112207,3.3431965417499336,2.168623938462066,True
