seed,ordering,perm,E_var,err_var_mHa,retained_J,n_unique,n_alpha_tot,n_beta_tot,top1,dim,E_sub,err_sub_mHa
2026,p17,6237098145,-108.61424689979405,230.05353251788563,0.3101049577944687,126,38,39,0.986321,225,-108.7968137906301,47.48664168184291
2026,p18,9752803416,-108.66353462401761,180.76580829432487,0.2608203348140015,211,47,43,0.949955,225,-108.8165542028456,27.746229466345085
2026,p19,0836497215,-108.64906679289864,195.23363941330274,0.23706894721234323,148,37,43,0.966759,225,-108.814433219465,29.86721284693772
2026,p20,2756819403,-108.63300116122296,211.29927108897562,0.27242614862198655,180,42,42,0.960847,225,-108.8222128256641,22.087606647843927
2026,p21,5836412790,-108.63000241959571,214.2980127162275,0.21666034080302335,131,40,41,0.984213,225,-108.800588383044,43.71204926793837
2026,p22,9537612480,-108.64026167435705,204.03875795489057,0.22650533688468172,137,37,37,0.974976,225,-108.8222128256641,22.087606647843927
2026,p23,2938704165,-108.61610258796357,228.1978443483723,0.13869229863726315,72,27,24,0.989287,225,-108.7476512152956,96.64921701633489
2026,p24,0972835641,-108.65662746062281,187.67297168912478,0.24236881205647415,155,36,39,0.979631,225,-108.8017196652629,42.580767049045676
2026,p25,4135860729,-108.62846421141569,215.8362208962501,0.15694755546932465,110,29,29,0.984853,225,-108.7883902352666,55.91019704533551
7,identity,0123456789,-108.64778006887195,196.52036343998702,0.2873536075155891,147,40,39,0.97761,225,-108.8195152432876,24.785189024342458
7,p01,2590783416,-108.63476075423846,209.53967807348306,0.21351062244259778,117,35,35,0.986118,225,-108.805821429987,38.47900232493373
7,p02,2847319065,-108.59094802041301,253.35241189893054,0.2306335970710036,83,33,34,0.990663,225,-108.8144142339785,29.886198333443303
7,p03,3186970425,-108.626674481136,217.62595117593264,0.2095571326848594,122,32,35,0.979147,225,-108.7948523505876,49.44808172433568
7,p04,3976501824,-108.59866572158705,245.63471072488596,0.23294068702602144,96,33,27,0.985536,225,-108.8024109259095,41.88950640244116
7,p05,0841723956,-108.62171027067984,222.59016163209822,0.20373249110891956,111,37,32,0.988973,225,-108.8246087261328,19.691706179145285
7,p06,7245831609,-108.6412077845536,203.09264775833924,0.2263090709592158,123,33,33,0.978719,225,-108.7912131503164,53.0872819955448
7,p07,2519086374,-108.60571714361997,238.5832886919701,0.3044550866471124,127,40,38,0.986948,225,-108.8240399301353,20.260502176640216
7,p08,5294863710,-108.64267820133803,201.62223097391063,0.23196214520012517,123,37,37,0.978283,225,-108.7967248124336,47.575619878344355
7,p09,1420693857,-108.61482856011949,229.47187219244825,0.1454054033157669,81,25,27,0.988622,225,-108.7951652749331,49.13515737884211
7,p10,2013948657,-108.61765693837924,226.64349393269845,0.2019501778857106,115,42,36,0.988026,225,-108.8050197974937,39.2806348182404
7,p11,2059483716,-108.62795218358768,216.34824872425895,0.1548157013889487,109,32,31,0.986491,225,-108.8027630253079,41.53740700404285
7,p12,0874562139,-108.62906765145593,215.23278085601305,0.2092286218785164,110,35,32,0.98645,225,-108.8190340604872,25.266371824741896
7,p13,8054372961,-108.60957988725586,234.72054505607787,0.1997790013511812,102,38,33,0.989799,225,-108.8242922495952,20.008182716736655
7,p14,6579301248,-108.59320164779183,251.09878452011003,0.18054520269322355,83,31,30,0.987515,225,-108.7799552876645,64.34514464743302
7,p15,8172640953,-108.61587230661664,228.42812569530224,0.2563210382736304,102,32,26,0.983344,225,-108.7940289974585,50.27143485344254
7,p16,0472635918,-108.62410281737992,220.19761493201884,0.2714476067960903,139,37,35,0.975244,225,-108.8246087261328,19.691706179145285
7,p17,6237098145,-108.61424689979405,230.05353251788563,0.3101049577944687,112,34,35,0.986332,225,-108.7968137906301,47.48664168184291
7,p18,9752803416,-108.66353462401761,180.76580829432487,0.2608203348140015,203,46,42,0.949995,225,-108.8165542028456,27.746229466345085
7,p19,0836497215,-108.64906679289864,195.23363941330274,0.23706894721234323,148,37,38,0.96705,225,-108.814433219465,29.86721284693772
7,p20,2756819403,-108.63300116122296,211.29927108897562,0.27242614862198655,192,45,40,0.961024,225,-108.8171509742961,27.149458015841788
7,p21,5836412790,-108.63000241959571,214.2980127162275,0.21666034080302335,136,40,38,0.98422,225,-108.8003818367269,43.91859558504052
7,p22,9537612480,-108.64026167435705,204.03875795489057,0.22650533688468172,145,37,40,0.975074,225,-108.8222128256641,22.087606647843927
7,p23,2938704165,-108.61610258796357,228.1978443483723,0.13869229863726315,68,22,23,0.989391,225,-108.7477485599507,96.55187236124618
7,p24,0972835641,-108.65662746062281,187.67297168912478,0.24236881205647415,144,42,37,0.979672,225,-108.8043055898129,39.99484249904128
7,p25,4135860729,-108.62846421141569,215.8362208962501,0.15694755546932465,115,32,30,0.984901,225,-108.7883902352666,55.91019704533551
1234,identity,0123456789,-108.64778006887195,196.52036343998702,0.2873536075155891,145,37,38,0.977804,225,-108.8182993927279,26.001039584045316
1234,p01,2590783416,-108.63476075423846,209.53967807348306,0.21351062244259778,120,36,35,0.986096,225,-108.805821429987,38.47900232493373
1234,p02,2847319065,-108.59094802041301,253.35241189893054,0.2306335970710036,87,34,33,0.990598,225,-108.8161001714477,28.200260864238658
1234,p03,3186970425,-108.626674481136,217.62595117593264,0.2095571326848594,111,30,32,0.979271,225,-108.7945757994807,49.72463283124284
1234,p04,3976501824,-108.59866572158705,245.63471072488596,0.23294068702602144,86,29,27,0.985514,225,-108.8030688682021,41.23156410983597
1234,p05,0841723956,-108.62171027067984,222.59016163209822,0.20373249110891956,107,38,33,0.988848,225,-108.8195793869779,24.721045334032965
1234,p06,7245831609,-108.6412077845536,203.09264775833924,0.2263090709592158,124,36,33,0.978853,225,-108.7912131503164,53.0872819955448
1234,p07,2519086374,-108.60571714361997,238.5832886919701,0.3044550866471124,117,34,35,0.986894,225,-108.8240399301353,20.260502176640216
1234,p08,5294863710,-108.64267820133803,201.62223097391063,0.23196214520012517,122,38,40,0.978378,225,-108.8022448810258,42.0555512861398
1234,p09,1420693857,-108.61482856011949,229.47187219244825,0.1454054033157669,95,32,29,0.988549,225,-108.7950267402415,49.273692070443076
1234,p10,2013948657,-108.61765693837924,226.64349393269845,0.2019501778857106,111,40,33,0.987957,225,-108.7992336292605,45.06680305144073
1234,p11,2059483716,-108.62795218358768,216.34824872425895,0.1548157013889487,112,29,30,0.986454,225,-108.8027630253079,41.53740700404285
1234,p12,0874562139,-108.62906765145593,215.23278085601305,0.2092286218785164,119,36,36,0.986407,225,-108.8190340604872,25.266371824741896
1234,p13,8054372961,-108.60957988725586,234.72054505607787,0.1997790013511812,97,32,38,0.989686,225,-108.8238058227713,20.4946095406342
1234,p14,6579301248,-108.59320164779183,251.09878452011003,0.18054520269322355,77,28,30,0.98744,225,-108.7965833410555,47.71709125644463
1234,p15,8172640953,-108.61587230661664,228.42812569530224,0.2563210382736304,101,28,31,0.98333,225,-108.7940289974585,50.27143485344254
1234,p16,0472635918,-108.62410281737992,220.19761493201884,0.2714476067960903,136,39,36,0.975306,225,-108.8246087261328,19.691706179145285
1234,p17,6237098145,-108.61424689979405,230.05353251788563,0.3101049577944687,118,36,38,0.986286,225,-108.7968137906301,47.48664168184291
1234,p18,9752803416,-108.66353462401761,180.76580829432487,0.2608203348140015,214,46,44,0.950089,225,-108.8165542028456,27.746229466345085
1234,p19,0836497215,-108.64906679289864,195.23363941330274,0.23706894721234323,146,40,42,0.967047,225,-108.814433219465,29.86721284693772
1234,p20,2756819403,-108.63300116122296,211.29927108897562,0.27242614862198655,171,39,38,0.96105,225,-108.8172078492961,27.092583015843275
1234,p21,5836412790,-108.63000241959571,214.2980127162275,0.21666034080302335,120,34,34,0.984223,225,-108.7992304679369,45.0699643750454
1234,p22,9537612480,-108.64026167435705,204.03875795489057,0.22650533688468172,140,37,39,0.975151,225,-108.8219095693616,22.390862950345536
1234,p23,2938704165,-108.61610258796357,228.1978443483723,0.13869229863726315,77,27,25,0.989271,225,-108.7477334406368,96.5669916751466
1234,p24,0972835641,-108.65662746062281,187.67297168912478,0.24236881205647415,159,44,44,0.979809,225,-108.8029023037004,41.398128611533025
1234,p25,4135860729,-108.62846421141569,215.8362208962501,0.15694755546932465,116,30,32,0.984897,225,-108.7883902352666,55.91019704533551
55555,identity,0123456789,-108.64778006887195,196.52036343998702,0.2873536075155891,150,38,39,0.977466,225,-108.8184866406579,25.81379165404485
55555,p01,2590783416,-108.63476075423846,209.53967807348306,0.21351062244259778,120,37,32,0.985908,225,-108.805821429987,38.47900232493373
55555,p02,2847319065,-108.59094802041301,253.35241189893054,0.2306335970710036,83,32,33,0.990427,225,-108.8185534057365,25.74702657544492
55555,p03,3186970425,-108.626674481136,217.62595117593264,0.2095571326848594,117,32,30,0.979011,225,-108.7945757994807,49.72463283124284
55555,p04,3976501824,-108.59866572158705,245.63471072488596,0.23294068702602144,95,29,33,0.985288,225,-108.8019453414671,42.35509084483624
55555,p05,0841723956,-108.62171027067984,222.59016163209822,0.20373249110891956,116,35,33,0.988742,225,-108.8195793869779,24.721045334032965
55555,p06,7245831609,-108.6412077845536,203.09264775833924,0.2263090709592158,119,34,33,0.97858,225,-108.7917537632832,52.546669028743054
55555,p07,2519086374,-108.60571714361997,238.5832886919701,0.3044550866471124,110,33,34,0.986729,225,-108.8240399301353,20.260502176640216
55555,p08,5294863710,-108.64267820133803,201.62223097391063,0.23196214520012517,118,37,36,0.978094,225,-108.8022448939173,42.05553839463505
55555,p09,1420693857,-108.61482856011949,229.47187219244825,0.1454054033157669,93,29,28,0.988404,225,-108.7940289974585,50.27143485344254
55555,p10,2013948657,-108.61765693837924,226.64349393269845,0.2019501778857106,116,38,35,0.987771,225,-108.7999685995464,44.331832765536205
55555,p11,2059483716,-108.62795218358768,216.34824872425895,0.1548157013889487,115,34,34,0.986277,225,-108.802508650509,41.791781802942296
55555,p12,0874562139,-108.62906765145593,215.23278085601305,0.2092286218785164,124,35,36,0.986231,225,-108.8174829374371,26.81749487483387
55555,p13,8054372961,-108.60957988725586,234.72054505607787,0.1997790013511812,96,33,35,0.989544,225,-108.8252053921523,19.09504015964103
55555,p14,6579301248,-108.59320164779183,251.09878452011003,0.18054520269322355,73,29,31,0.987251,225,-108.798178624698,46.12180761394313
55555,p15,8172640953,-108.61587230661664,228.42812569530224,0.2563210382736304,110,32,32,0.983152,225,-108.7949700532919,49.33037902003434
55555,p16,0472635918,-108.62410281737992,220.19761493201884,0.2714476067960903,123,30,30,0.975148,225,-108.8043332763798,39.96715593214617
55555,p17,6237098145,-108.61424689979405,230.05353251788563,0.3101049577944687,108,35,34,0.98611,225,-108.7968137906301,47.48664168184291
55555,p18,9752803416,-108.66353462401761,180.76580829432487,0.2608203348140015,217,45,50,0.95016,225,-108.8165542028456,27.746229466345085
55555,p19,0836497215,-108.64906679289864,195.23363941330274,0.23706894721234323,144,37,37,0.966927,225,-108.8170029553806,27.297476931337883
55555,p20,2756819403,-108.63300116122296,211.29927108897562,0.27242614862198655,170,36,35,0.960991,225,-108.8171509742961,27.149458015841788
55555,p21,5836412790,-108.63000241959571,214.2980127162275,0.21666034080302335,122,40,34,0.984003,225,-108.8003818367269,43.91859558504052
55555,p22,9537612480,-108.64026167435705,204.03875795489057,0.22650533688468172,144,44,43,0.974994,225,-108.8219487506315,22.351681680433444
55555,p23,2938704165,-108.61610258796357,228.1978443483723,0.13869229863726315,72,27,24,0.989149,225,-108.7477334406368,96.5669916751466
55555,p24,0972835641,-108.65662746062281,187.67297168912478,0.24236881205647415,153,39,39,0.979563,225,-108.8029023037004,41.398128611533025
55555,p25,4135860729,-108.62846421141569,215.8362208962501,0.15694755546932465,124,31,32,0.984665,225,-108.7972573870359,47.043045276041084
31415,identity,0123456789,-108.64778006887195,196.52036343998702,0.2873536075155891,155,45,45,0.97761,225,-108.8166234475194,27.67698479253511
31415,p01,2590783416,-108.63476075423846,209.53967807348306,0.21351062244259778,115,32,33,0.98604,225,-108.805821429987,38.47900232493373
31415,p02,2847319065,-108.59094802041301,253.35241189893054,0.2306335970710036,85,35,37,0.99046,225,-108.8203876294791,23.912802832839475
31415,p03,3186970425,-108.626674481136,217.62595117593264,0.2095571326848594,124,36,32,0.979138,225,-108.7945757994807,49.72463283124284
31415,p04,3976501824,-108.59866572158705,245.63471072488596,0.23294068702602144,86,29,29,0.985482,225,-108.8019453414671,42.35509084483624
31415,p05,0841723956,-108.62171027067984,222.59016163209822,0.20373249110891956,111,34,33,0.988807,225,-108.8195927100442,24.707722267734766
31415,p06,7245831609,-108.6412077845536,203.09264775833924,0.2263090709592158,128,34,37,0.978693,225,-108.7912131503164,53.0872819955448
31415,p07,2519086374,-108.60571714361997,238.5832886919701,0.3044550866471124,116,36,36,0.986856,225,-108.8240399301353,20.260502176640216
31415,p08,5294863710,-108.64267820133803,201.62223097391063,0.23196214520012517,116,36,34,0.978242,225,-108.8022448810258,42.0555512861398
31415,p09,1420693857,-108.61482856011949,229.47187219244825,0.1454054033157669,91,29,28,0.988502,225,-108.7951652749332,49.13515737874263
31415,p10,2013948657,-108.61765693837924,226.64349393269845,0.2019501778857106,112,37,33,0.987938,225,-108.7992336292605,45.06680305144073
31415,p11,2059483716,-108.62795218358768,216.34824872425895,0.1548157013889487,111,30,32,0.986428,225,-108.8027630253079,41.53740700404285
31415,p12,0874562139,-108.62906765145593,215.23278085601305,0.2092286218785164,113,35,34,0.986379,225,-108.8190340604872,25.266371824741896
31415,p13,8054372961,-108.60957988725586,234.72054505607787,0.1997790013511812,102,32,35,0.989591,225,-108.8240159190538,20.284513258133074
31415,p14,6579301248,-108.59320164779183,251.09878452011003,0.18054520269322355,80,32,30,0.987379,225,-108.7777391268441,66.56130546784311
31415,p15,8172640953,-108.61587230661664,228.42812569530224,0.2563210382736304,96,30,30,0.983296,225,-108.7940289974585,50.27143485344254
31415,p16,0472635918,-108.62410281737992,220.19761493201884,0.2714476067960903,131,35,34,0.975253,225,-108.8246087261328,19.691706179145285
31415,p17,6237098145,-108.61424689979405,230.05353251788563,0.3101049577944687,109,35,34,0.986277,225,-108.7968137906301,47.48664168184291
31415,p18,9752803416,-108.66353462401761,180.76580829432487,0.2608203348140015,219,44,45,0.950204,225,-108.8165542028456,27.746229466345085
31415,p19,0836497215,-108.64906679289864,195.23363941330274,0.23706894721234323,145,39,37,0.966933,225,-108.814433219465,29.86721284693772
31415,p20,2756819403,-108.63300116122296,211.29927108897562,0.27242614862198655,189,39,43,0.961041,225,-108.8222128256641,22.087606647843927
31415,p21,5836412790,-108.63000241959571,214.2980127162275,0.21666034080302335,129,38,34,0.984199,225,-108.8003818367269,43.91859558504052
31415,p22,9537612480,-108.64026167435705,204.03875795489057,0.22650533688468172,136,37,36,0.97509,225,-108.8219031441314,22.39728818054232
31415,p23,2938704165,-108.61610258796357,228.1978443483723,0.13869229863726315,75,25,25,0.989175,225,-108.7477334406368,96.5669916751466
31415,p24,0972835641,-108.65662746062281,187.67297168912478,0.24236881205647415,137,36,39,0.979736,225,-108.8043055898129,39.99484249904128
31415,p25,4135860729,-108.62846421141569,215.8362208962501,0.15694755546932465,109,31,32,0.984876,225,-108.7920544477915,52.24598452043949
