triple,captured,err_sqd,S0,T1,T2,system,chain
"(0, 1, 6)",0.5885763371019783,287.9825389173369,8.23207604480229,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 1, 7)",0.6256356334818867,225.95309927133388,8.606656673386103,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 1, 4)",0.6356385055764427,225.9529912288274,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(0, 1, 5)",0.6356385055764427,225.9529912288274,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(0, 1, 8)",0.6136709749648273,237.40961119760317,11.2695437397008,0.0,0.08698384586683984,H10,identity
"(0, 1, 2)",0.6282143489644749,224.59889961938285,8.606656673386103,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 1, 3)",0.6356385055764429,225.9529912288274,8.23207604480229,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 1, 9)",0.6375995619759883,247.27858328064744,12.151581760149767,0.0,0.08698384586683984,H10,identity
"(0, 2, 4)",0.6329303916639428,233.2070232490526,5.291844210363828,0.044719471757219624,0.08710590985749127,H10,identity
"(0, 2, 5)",0.5757256819880452,294.25998017798884,5.291844210363828,0.044719471757219624,0.08710590985749127,H10,identity
"(0, 2, 3)",0.6329303916639427,233.2070232490526,5.56918897848759,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 2, 6)",0.5757256819880452,294.25998017798884,5.569188978487591,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 2, 7)",0.5749080116609866,295.8198576831057,5.943769607071405,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 3, 4)",0.6329303916639429,233.2070232490526,4.917263581780013,0.09034327059207954,0.08710590985749127,H10,identity
"(0, 2, 8)",0.552231926660376,303.8089550003589,8.606656673386103,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 2, 9)",0.6375995619759883,247.27858328064744,9.488694693835068,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 3, 5)",0.6329303916639428,233.2070232490526,4.917263581780013,0.09034327059207954,0.08710590985749127,H10,identity
"(0, 4, 6)",0.5749080116609866,295.8198576831057,4.917263581780014,0.09034327059207954,0.08710590985749127,H10,identity
"(0, 4, 7)",0.5749080116609866,295.8198576831057,5.291844210363828,0.044719471757219624,0.08710590985749127,H10,identity
"(0, 3, 6)",0.5749080116609866,295.8198576831057,5.194608349903776,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 4, 5)",0.5749080116609866,295.8198576831057,4.639918813656251,0.0,0.08710590985749127,H10,identity
"(0, 3, 7)",0.5749080116609866,295.8198576831057,5.56918897848759,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 3, 8)",0.5500036044192987,306.0917193849022,8.232076044802287,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 3, 9)",0.6375995619759882,247.27858328064744,9.114114065251254,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 4, 8)",0.5554887797095325,300.31919403956664,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(0, 4, 9)",0.6375995619759884,247.27858328064744,8.836769297127493,0.0,0.08710590985749127,H10,identity
"(0, 5, 6)",0.5749080116609866,295.8198576831057,4.917263581780014,0.09034327059207954,0.08710590985749127,H10,identity
"(0, 5, 7)",0.5749080116609866,295.8198576831057,5.291844210363828,0.044719471757219624,0.08710590985749127,H10,identity
"(0, 5, 8)",0.4943643243316059,374.3630554883097,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(0, 5, 9)",0.6375995619759884,247.27858328064744,8.836769297127493,0.0,0.08710590985749127,H10,identity
"(0, 6, 7)",0.5749080116609865,295.8198576831057,5.569188978487591,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 6, 8)",0.4962774758602947,372.931064268756,8.23207604480229,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 6, 9)",0.6375995619759882,247.27858328064744,9.114114065251254,0.09034327059207954,0.08698384586683984,H10,identity
"(0, 7, 8)",0.5554887797095325,300.31919403956664,8.606656673386103,0.044719471757219624,0.08698384586683984,H10,identity
"(0, 7, 9)",0.6375995619759884,247.27858328064744,9.488694693835068,0.044719471757219624,0.08698384586683984,H10,identity
"(1, 2, 4)",0.5732385911630595,294.5243494375287,4.409806189914862,0.044719471757219624,0.08710590985749127,H10,identity
"(0, 8, 9)",0.6288742346048453,257.11435362020563,12.151581760149767,0.0,0.08698384586683984,H10,identity
"(1, 2, 5)",0.5176330377054383,365.3931112773181,4.409806189914862,0.044719471757219624,0.08710590985749127,H10,identity
"(1, 2, 3)",0.5176330377054384,365.3931112773181,4.687150958038624,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 2, 6)",0.5176330377054383,365.3931112773181,4.687150958038625,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 2, 7)",0.5176330377054384,365.3931112773181,5.0617315866224395,0.044719471757219624,0.08698384586683984,H10,identity
"(1, 2, 8)",0.6137443107057516,240.1625352889134,7.724618652937137,0.044719471757219624,0.08698384586683984,H10,identity
"(1, 2, 9)",0.6168087900914776,233.34141210869143,8.606656673386103,0.044719471757219624,0.08698384586683984,H10,identity
"(1, 3, 4)",0.5188705860538558,365.3773667024529,4.035225561331047,0.09034327059207954,0.08710590985749127,H10,identity
"(1, 3, 5)",0.5175877685217029,365.4335079906108,4.035225561331047,0.09034327059207954,0.08710590985749127,H10,identity
"(1, 3, 6)",0.5174272757180145,365.4504865056092,4.31257032945481,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 3, 7)",0.5175877685217027,365.4335079906108,4.687150958038625,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 3, 8)",0.5775381093186457,296.5457231982533,7.3500380243533225,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 4, 6)",0.5174272757180144,365.4504865056092,4.035225561331047,0.09034327059207954,0.08710590985749127,H10,identity
"(1, 4, 7)",0.5732385911630595,294.5243494375287,4.409806189914862,0.044719471757219624,0.08710590985749127,H10,identity
"(1, 4, 5)",0.5188705860538558,365.3773667024529,3.7578807932072844,0.0,0.08710590985749127,H10,identity
"(1, 3, 9)",0.5734402956236083,295.92940093880316,8.23207604480229,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 4, 8)",0.5760241298828297,296.56640998204864,7.0726932562295595,0.0,0.08710590985749127,H10,identity
"(1, 4, 9)",0.5734402956236082,295.92940093880316,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(1, 5, 6)",0.5174272757180144,365.4504865056092,4.035225561331048,0.09034327059207954,0.08710590985749127,H10,identity
"(1, 5, 7)",0.5175877685217027,365.4335079906108,4.409806189914862,0.044719471757219624,0.08710590985749127,H10,identity
"(1, 5, 8)",0.5760241298828006,296.56640998204773,7.0726932562295595,0.0,0.08710590985749127,H10,identity
"(1, 5, 9)",0.5734402956236082,295.92940093880316,7.954731276678526,0.0,0.08710590985749127,H10,identity
"(1, 6, 7)",0.4588397102591525,458.2753501346808,4.687150958038625,0.09034327059207954,0.08698384586683984,H10,identity
"(1, 6, 8)",0.5596740718651256,303.7640003041826,7.3500380243533225,0.09034327059207954,0.08698384586683984,H10,identity
