ordering,permutation,err_mHa,retained_J,captured,retained_J_recomputed,s1_amp,s1_amp_ss,s1_amp_os,s1_ampJ,s1_ampJ_ss,s1_ampJ_os,s2,s2_ss,s2_os,s2_soft_ss,s2_ss_L3,s2_ss_L4,s2_ss_L5,s2_ss_L6,s2_ss_L7
r043,4293085176,44.08318695864466,0.2103819337956252,0.965964709042234,0.10275784697724408,0.25245110237248997,0.1943691833193523,0.31053302142562766,0.24094745121961803,0.08876042437567869,0.3931344780635574,0.6609892195103769,0.3219784390207539,1.0,0.2779244782122584,0.0,0.21536081853411077,0.3219784390207539,0.6083866516191005,0.889350912583096
r044,9680475321,48.08456878868839,0.2017754073839025,0.9762021976868116,0.09056841844491785,0.2630925436410171,0.15586304183646288,0.37032204544557135,0.0938157135576661,0.07850449065173443,0.10912693646359778,0.6717291577737622,0.3434583155475243,1.0,0.22227883073543844,0.0,0.0,0.3434583155475243,0.5932544150729872,0.764787080271913
r045,3059142786,37.4275159622357,0.2253127031463974,0.9709023194917986,0.10934639285905816,0.3266497109308635,0.27982004298236696,0.37347937887936,0.2930049689488571,0.08827135242486911,0.497738585472845,0.762916132071189,0.5258322641423782,1.0,0.34321472274109205,0.0,0.3304805239836978,0.5258322641423782,0.7461211790244698,0.8183035185168172
r046,8762301549,30.171418521298676,0.1976471479664497,0.9823124393334212,0.08108568873897394,0.30164052041527134,0.2470077915306147,0.35627324929992793,0.17296356169739016,0.30119029345983206,0.04473682993494825,0.8420513279078983,0.6841026558157967,1.0,0.4998267802559422,0.2695969462007753,0.39508869963442134,0.6841026558157967,0.8556353210153056,0.8556353210153056
r047,6923514870,103.30311883564036,0.1377137560370979,0.8449034091971122,0.03843121927385078,0.14873886945148043,0.16448375946872668,0.1329939794342342,0.022381520153831234,0.03871032372441356,0.006052716583248906,0.5039723568963969,0.14810657538974445,0.8598381384030492,0.19313249529288656,0.0,0.09366221602206139,0.14810657538974445,0.4241427400048584,0.6739388395303214
r048,4135628907,46.56101398964552,0.2671197706481154,0.9625038249610784,0.15717978578865127,0.26867462458068203,0.20899089661721168,0.3283583525441524,0.31179323731268127,0.2365047131450541,0.3870817614803085,0.5829222777577757,0.16584455551555152,1.0,0.18201781086267638,0.02000907837543049,0.07218233949266362,0.16584455551555152,0.24008976155854717,0.5586621569001062
r049,521648739,59.1661704662414,0.156812106759571,0.957474216083312,0.050801780501104,0.2561663810099287,0.18397440947570595,0.3283583525441515,0.21410524092628488,0.04112872037226128,0.3870817614803085,0.7106643823616229,0.4213287647232458,1.0,0.21104634012168236,0.0,0.0,0.4213287647232458,0.5149909807464491,0.5149909807475926
r050,9537102468,50.50394206974573,0.235111863686011,0.9620186330560142,0.12199072445133587,0.24944134446642052,0.26129653541422526,0.2375861535186158,0.4440143015233005,0.3871892612733616,0.5008393417732394,0.7271578173332948,0.45431563466658953,1.0,0.37263665718414424,0.07104739406513624,0.28619998089854487,0.45431563466658953,0.9278176605067522,0.9278176605076528
r051,3801246795,38.88629113924935,0.2627984486580364,0.9707238680482776,0.15055829603292795,0.27686374217624343,0.18340543890691635,0.3703220454455705,0.244329491462629,0.3795320464616602,0.10912693646359778,0.5922552283823977,0.18451045676479544,1.0,0.19995047383296874,0.0,0.09084824074044869,0.18451045676479544,0.42822546145582624,0.7502039004736364
r052,423871956,37.64002782114062,0.2349370932755553,0.973486996530022,0.12084438257954377,0.20148804055998829,0.18298643763309072,0.21998964348688585,0.26037087672020864,0.0889231620251605,0.43181859141525675,0.5871733202396978,0.17434664047939563,1.0,0.15298677572112537,0.0,0.08068442445733424,0.17434664047939563,0.17434664047939563,0.31871131946589143
