ordering,permutation,err_mHa,retained_J,captured,retained_J_recomputed,s1_amp,s1_amp_ss,s1_amp_os,s1_ampJ,s1_ampJ_ss,s1_ampJ_os,s2,s2_ss,s2_os,s2_soft_ss,s2_ss_L3,s2_ss_L4,s2_ss_L5,s2_ss_L6,s2_ss_L7
r073,5317492608,46.56101398964552,0.2094033920324378,0.965979281459412,0.09974857142857993,0.2771786744288943,0.18380648232542188,0.3705508665323668,0.23792109292799357,0.08876042437567869,0.3870817614803085,0.6184459747907942,0.23689194958158835,1.0,0.18904554095799492,3.1642732289300237e-13,0.09105647244178369,0.23689194958158835,0.2767018746326482,0.5004078009490743
r074,1698472035,46.12678234173728,0.19977900190328,0.9659104635100576,0.08825058170809431,0.37441639682760575,0.2247921917303704,0.524040601924841,0.3008742750227118,0.14874679450752695,0.4530017555378967,0.6609892195093553,0.32197843901871065,1.0,0.2278057193996192,0.05444435936768313,0.05444435936768313,0.32197843901871065,0.4737102575423241,0.5854942903864387
r075,5927634180,44.664896552149,0.2511959452104264,0.9650539799004048,0.13273488775360615,0.1489158268998838,0.16483767436553462,0.13299397943423302,0.15833861824954196,0.27194040656413565,0.04473682993494825,0.5221742975831924,0.18451045676333566,0.8598381384030492,0.13489911011356043,0.0,0.0,0.18451045676333566,0.26519488122098683,0.35604312196257853
r076,9053124876,56.47202351043745,0.2412154987920089,0.958183869570724,0.13348442343259542,0.25728594339203104,0.29481106438397103,0.2197608224000911,0.34788253374954653,0.18887300914260477,0.5068920583564883,0.836969419765611,0.6739388395312221,1.0,0.49347701611066697,0.2890139561798411,0.4241427400057593,0.6739388395312221,0.6739388395321227,0.74612117902447
r077,2053819746,30.054720210642927,0.2588239298589617,0.9779556359802573,0.1419150407372682,0.3170606962315001,0.26064201358363903,0.3734793788793613,0.21329112284426052,0.3205560655253178,0.10602618016320327,0.6509846803216403,0.30196936064328045,1.0,0.2621065378579273,0.05444435936768313,0.24979609952546286,0.30196936064328045,0.3419875173941414,0.5292895623360754
r078,763491825,46.56101398964552,0.2617988771027716,0.965979281459412,0.14724215302275592,0.3182479857157856,0.15819559738103114,0.47830037405054004,0.36048166393641357,0.27259221616426366,0.44837111170856353,0.5468311080110307,0.09366221602206139,1.0,0.11542794348919226,0.0,0.0,0.09366221602206139,0.2045195351391584,0.33737722071423487
r079,5478601932,40.496291561041176,0.2243551911752877,0.9497102292076094,0.1066439847719019,0.23213444950247317,0.18071369652523323,0.2835552024797131,0.1757889983735029,0.3515779967470058,1.2330021618387968e-33,0.5914157134550758,0.18283142691015172,1.0,0.17325207358940034,1.7262215771366427e-12,0.12322065518409635,0.18283142691015172,0.25728486465358175,0.3901425502286592
r080,9385607241,50.25671417534738,0.1505122046951344,0.9616535966852902,0.0469235868096902,0.19277073119524452,0.1651614384513052,0.2203800239391838,0.04277924886169683,0.03772091148805091,0.04783758623534276,0.6430999904498442,0.2861999808996884,1.0,0.2047948088519758,8.265392411556436e-13,0.07104739406596278,0.2861999808996884,0.4148895463103671,0.5677563102608739
r081,3268501974,58.5824379133868,0.2255085033489307,0.9209150050244248,0.11079960219235811,0.23488935103351916,0.2040488307058499,0.2657298713611884,0.17873398784017422,0.35141525909709953,0.006052716583248906,0.6004359524520839,0.20087190490416781,1.0,0.21009294203302745,0.020009078375430468,0.07218233949348914,0.20087190490416781,0.48728011750283134,0.6399386497541221
r082,9324576018,39.53086646873771,0.2694905245801677,0.972737887074901,0.1432425153039873,0.26826066091137957,0.256742654315929,0.27977866750683017,0.48642474700695004,0.47201015224066073,0.5008393417732394,0.6703221701339402,0.34064434026788054,1.0,0.21382792381903393,1.1424025649492987e-12,1.1424025649492987e-12,0.34064434026788054,0.4148895463108761,0.9078085821313215
r083,1263907548,46.56101398964552,0.2404117274392773,0.965979281459412,0.13162148975572333,0.25140543040786023,0.13248881537014962,0.3703220454455709,0.34477480663309984,0.1887102714929603,0.5008393417732394,0.5715107509295464,0.14302150185909285,1.0,0.1584838795781276,0.0,0.019800846675312466,0.14302150185909285,0.2174749396025234,0.6792258139841196
r084,5301987462,36.25995713814234,0.3056298953455376,0.9719932516140078,0.18316004100762145,0.17426946932909962,0.21870229265775618,0.12983664600044306,0.2249016431343588,0.40196570003337484,0.04783758623534276,0.6337670398255139,0.26753407965102777,1.0,0.3402001448078799,0.2475250012755973,0.26753407965102777,0.26753407965102777,0.36801935078481685,0.6367408377771633
r085,4893072651,46.56101398964552,0.2029287195575455,0.965979281459412,0.09472403586537406,0.2712534344715324,0.17195600241069794,0.3705508665323668,0.23759518812736424,0.08810861477441997,0.3870817614803085,0.5732137727682431,0.14642754553648626,1.0,0.1781099156853051,8.265392411556436e-13,0.07197410779305569,0.14642754553648626,0.4128266797606193,0.5038831522020868
r086,5687390214,53.196354104443344,0.2199852941327055,0.9606853950121292,0.11394896923622182,0.29522655776178275,0.15695589153746523,0.43349722398610024,0.35768106988594184,0.26236038423398694,0.4530017555378967,0.5929268169458202,0.18585363389164036,1.0,0.16779846858424796,0.0,0.05217326111871802,0.18585363389164036,0.33851216614234686,0.46400391957630877
r087,2891306475,29.14360076424316,0.2263122747016624,0.975273932714783,0.1126625358692302,0.28568851198979706,0.19789764510023244,0.3734793788793616,0.09682049955755653,0.12629893230360914,0.06734206681150393,0.5815152901174196,0.16303058023483927,1.0,0.23231592451849425,0.07104739406603715,0.1430215018582664,0.16303058023483927,0.4526366048113615,0.6173462148994597
r088,4521907836,47.52853481043928,0.2755515266493823,0.9656912735808332,0.16822287244918543,0.26698462038059473,0.18085332489505143,0.353115915866138,0.1499737470116982,0.25210990778805364,0.04783758623534276,0.7374226014846464,0.4748452029692929,1.0,0.27678648833347186,0.020009078375430468,0.12435560060926397,0.4748452029692929,0.5458925970355717,0.81548954323749
r089,3592018647,50.25671417534738,0.2609951057500399,0.9616535966852902,0.14537921934588383,0.3485411971426107,0.23598814981411487,0.4610942444711066,0.47271424208528506,0.5583467226902616,0.3870817614803085,0.7064133398803092,0.41282667976061843,1.0,0.2683769674786318,8.254454828269642e-13,0.14642754553648474,0.41282667976061843,0.49351110421967975,0.9063377839779386
r090,9186025743,46.56101398964552,0.281246768646156,0.965979281459412,0.16190539799359327,0.2539752410620062,0.20057479413217583,0.30737568799183657,0.3713131089414778,0.30770687016730436,0.4349193477156512,0.6965129165424575,0.3930258330849149,1.0,0.27545201044437545,1.1418728057199663e-12,0.24752500127666502,0.3930258330849149,0.4935111042178785,0.6399386497532213
r091,5370481926,53.609222645036425,0.2331154582053886,0.9606853950121292,0.1196728877145123,0.3083245922401735,0.18315196049424542,0.4334972239861016,0.16060361801033554,0.25991788579241604,0.061289350228255025,0.5460957089343391,0.09219141786867831,1.0,0.19265671521996489,0.0,0.0521732611169168,0.09219141786867831,0.5656934437108834,0.6593556597340883
r092,1564928307,44.9164590125406,0.2201600645431612,0.9665290386112734,0.11509531110801388,0.23859713386132553,0.15261245015138244,0.32458181757126864,0.4695715098500541,0.051221916446560274,0.8879211032535479,0.5360911697466239,0.07218233949324773,1.0,0.1353402671506467,0.0,0.02000907837543049,0.07218233949324773,0.16303058023401285,0.5064888957823638
r093,7354618290,51.571220196535705,0.2670987408560377,0.9394902763932312,0.15687291832714337,0.14122509456898613,0.21263138824426833,0.06981880089370396,0.21191955223298437,0.36994880164737703,0.05389030281859167,0.5360911697467445,0.07218233949348915,1.0,0.16910482121788434,0.02000907837543049,0.07218233949234729,0.07218233949348915,0.2566927962568998,0.5871733202396969
r094,6024371895,46.56101398964552,0.2608203353395842,0.965979281459412,0.14423287747409175,0.2313029214068301,0.24222581887447725,0.22038002393918293,0.1905339910659548,0.33323039589656683,0.04783758623534276,0.6325974406103354,0.26519488122067086,1.0,0.25036600351434857,0.07104739406513624,0.1845104567625101,0.26519488122067086,0.35604312196143667,0.5004078009490743
r095,7240539861,49.08633223828929,0.1664425456011715,0.93611558118159,0.056828275701676305,0.21354598639707212,0.29409799335991005,0.1329939794342342,0.04065606799969685,0.0752594194161448,0.006052716583248906,0.6248980497631818,0.24979609952636347,1.0,0.35060754548935963,0.1953517401577798,0.24979609952546294,0.24979609952636347,0.6405508343602698,0.8056442811440304
r096,2354698107,40.78189403114152,0.3057836359639159,0.9616535966852902,0.1839995154179056,0.29675251021600163,0.24794053830841836,0.34556448212358487,0.49180908129693435,0.5352470508853051,0.44837111170856353,0.545991593084401,0.09198318616880212,1.0,0.16868971852533537,0.0521732611169168,0.07218233949317271,0.09198318616880212,0.14642754553648518,0.5064888957823634
r097,3190746852,46.80727857444822,0.2308083671021969,0.9779408261104372,0.12043036749674557,0.21206453068215608,0.15839919000312375,0.2657298713611884,0.10851695199952066,0.21098118741579241,0.006052716583248906,0.5199049625259803,0.039809925051960654,1.0,0.16238443544351475,0.020009078376331244,0.020009078376331244,0.039809925051960654,0.42942971445889827,0.5560564133198291
r098,7031269854,51.29964799898801,0.1825022862509738,0.9394214584438768,0.07705151534587255,0.24694525415426477,0.2109545073679078,0.28293600094062177,0.07934787641024488,0.09135368600898584,0.06734206681150393,0.5454241203712465,0.0908482407424931,1.0,0.17267762538602557,0.0,0.09084824074044882,0.0908482407424931,0.23521291972832942,0.6593556597331879
r099,6745901832,51.18491711829165,0.301498431542272,0.9620023579000732,0.17843157664130269,0.21020782266706173,0.2000356213949405,0.22038002393918293,0.3337960136231735,0.6197544410110043,0.04783758623534276,0.6567484112599266,0.3419875173941413,0.9715093051257119,0.2487239265540771,0.0521732611169168,0.10661762048550065,0.3419875173941413,0.41623272343745393,0.7052466796190211
r100,4398610752,79.0913048437929,0.2245299615857434,0.8621808988402301,0.10779032664369395,0.21867154215814633,0.15378788183657865,0.283555202479714,0.1757076295482783,0.3514152590965566,7.393026517295045e-34,0.5716148667801767,0.14322973356035335,1.0,0.15226046362917495,1.1424025649492987e-12,0.0521732611180592,0.14322973356035335,0.24371500469331647,0.5112490843434434
r101,5480921376,50.48961401129759,0.2680983124113026,0.962002357900073,0.16018906133731542,0.14168082936400814,0.17135034384609793,0.11201131488191834,0.14649413879944417,0.23909797478029665,0.05389030281859167,0.6698582095721378,0.3397164191442756,1.0,0.2626587071164011,0.02000907837543049,0.07218233949414862,0.3397164191442756,0.6593556597329465,0.9091517592595514
r102,2174309568,173.22975123593665,0.186648837830597,0.7815474166828627,0.08252666322980383,0.268791094399635,0.1462774788013837,0.3913047099978863,0.13133697604650366,0.20138460186475227,0.061289350228255025,0.5568356471991963,0.11367129439839263,1.0,0.1944027584116173,0.0,0.09366221602206139,0.11367129439839263,0.4156406550416727,0.7562849953079014
r103,7196403285,35.044882817544476,0.2070574457309039,0.9717458555731512,0.09513805094817226,0.2059056938558783,0.20609936145730764,0.20571202625444898,0.0761121506327522,0.10143475474730723,0.05078954651819716,0.7257508296921128,0.45150165938422565,1.0,0.27211068401132193,0.0,0.16509344678344431,0.45150165938422565,0.5651729537817175,0.6695194760172031
r104,8460275319,39.56352204219371,0.2264660153200406,0.9770425035292896,0.11350201027951438,0.32333586618156196,0.25598622390433057,0.39068550845879335,0.3538873651047158,0.14874679450833161,0.5590279357011,0.7679980402124171,0.5359960804248343,1.0,0.31998506953455197,0.07104739406596278,0.12549175343396232,0.5359960804248343,0.6792258139835357,0.8471332360485926
r105,6207138459,44.673956369436496,0.1624436859274838,0.9651212314269848,0.05766409674794255,0.2546108390767379,0.20846034609432987,0.300761332059146,0.2824309258588106,0.11186009617972449,0.4530017555378967,0.5857663325994633,0.17153266519892657,1.0,0.20153435284012045,8.265392411556436e-13,1.1434963232779782e-12,0.17153266519892657,0.5149909807475926,0.9278176605067523
r106,6804713259,70.78854089174058,0.1729172180760639,0.890344182356144,0.06185281126488218,0.17110537796990377,0.20921677650557335,0.1329939794342342,0.04098197280035443,0.07591122901745995,0.006052716583248906,0.5567315313492581,0.11346306269851625,1.0,0.23741223942406667,0.0,0.09366221602206139,0.11346306269851625,0.7647870802719126,0.9278176605076528
r107,6894712035,92.98774157714007,0.1899555004890534,0.8730887512578355,0.08508532645774258,0.22096857534360087,0.21839979331422774,0.22353735737297403,0.09178405402770445,0.17751539147216,0.006052716583248906,0.7481625397490531,0.4963250794981062,1.0,0.3552194733577095,0.05444435936768313,0.24979609952546286,0.4963250794981062,0.8183035185168172,0.9091517592595513
r108,6470123859,44.349048753595355,0.2062536743781723,0.981414116752274,0.09327511727130018,0.22158323410482755,0.1424051361505091,0.300761332059146,0.3910730493562129,0.3291443431745292,0.4530017555378967,0.7574954903732254,0.5149909807464507,1.0,0.27413217311004595,0.0,0.019800846675629414,0.5149909807464507,0.6780215609801477,0.9999999999990995
r109,185236749,50.1488144023412,0.2447605946897818,0.9620023579000732,0.1240096378298955,0.33255198482393833,0.18680359559733659,0.47830037405054004,0.46019063197461213,0.47201015224066073,0.44837111170856353,0.6248980497627314,0.24979609952546286,1.0,0.17799404743539726,0.0,0.0,0.24979609952546286,0.4213287647243878,0.5149909807475928
r110,392741586,49.22033479513743,0.1771992181118948,0.9620023579000732,0.07217501538111025,0.16634211560113513,0.17271243282212353,0.15997179838014672,0.23779610974325005,0.03772091148799447,0.43787130799850565,0.6132599507986064,0.22651990159721289,1.0,0.1828315301622079,0.0,0.0521732611169167,0.22651990159721289,0.24652897997354412,0.7461211790244698
r111,8130279456,56.40036961204942,0.2083644985229252,0.9564937090741166,0.10013314277891264,0.2966883167211675,0.31044063250171444,0.2829360009406206,0.20053312926556152,0.2950400783679198,0.10602618016320327,0.6741092520546312,0.3482185041092625,1.0,0.2700313937333055,0.0521732611169167,0.05217326111781724,0.3482185041092625,0.6395548130573171,0.9091517592580923
r112,8609143275,37.4275159622357,0.2755758675239953,0.9709023194917988,0.15874379610725947,0.20006303356550145,0.17720791129712188,0.22291815583388103,0.36339750512169344,0.22300370818729293,0.5037913020560939,0.6183418589410269,0.23668371788205378,1.0,0.2767740011280431,0.09366221602206139,0.1656363238160169,0.23668371788205378,0.39971429811484965,0.9193155755426657
r113,8691534270,29.532524992049503,0.2007575436664673,0.9779408261104372,0.09125985725675846,0.16465892503224855,0.21414920174878885,0.11516864831570828,0.06944908064671089,0.08810861477522462,0.05078954651819716,0.6717291577737622,0.3434583155475243,1.0,0.2393409996002186,0.0,0.09366221602206139,0.3434583155475243,0.5932544150729872,0.6654367545671356
r114,7259348601,49.22033479513743,0.1953007349090102,0.9620023579000732,0.08554388288171198,0.24995592873720468,0.18937883604878256,0.31053302142562683,0.3530922773226227,0.3130500765816881,0.3931344780635574,0.5454241203706371,0.09084824074127427,1.0,0.14938762202473532,8.254454828269642e-13,0.0198008466761379,0.09084824074127427,0.14302150185909185,0.7534710200271137
r115,9830465172,49.22033479513743,0.2037324909102771,0.9620023579000732,0.09658696954224613,0.2203495409058096,0.23814438899096013,0.20255469282065905,0.07733662398240179,0.10078294514621192,0.05389030281859167,0.6703221701331143,0.3406443402662286,1.0,0.24412029461754167,0.0,0.07424520604299553,0.3406443402662286,0.6070434744907967,0.8271241576736712
r116,9140756328,44.08318695864466,0.2113604755588125,0.9659647090422336,0.10576712252590824,0.19285767427337586,0.16595452614666012,0.21976082240009157,0.10197003871118097,0.08876042437551525,0.1151796530468467,0.5842497452312826,0.1684994904625651,1.0,0.22581443753918393,0.0,0.07445343774311353,0.1684994904625651,0.7012977589087137,0.7949599749316758
r117,9261735084,53.088362564444935,0.2360904054491984,0.9625038249610786,0.12499999999999997,0.12167547323592676,0.19135747669667547,0.05199346977517806,0.09369377856460931,0.08876042437567869,0.09862713275353992,0.6331995671116165,0.2663991342232331,1.0,0.23218696146648996,0.0,0.19535174015777973,0.2663991342232331,0.3950886996355637,0.5677563102617748
r118,3476810952,70.05451763053827,0.2983487138880064,0.9415751108659168,0.17195812248402295,0.22712478521603735,0.18851969907088748,0.26572987136118725,0.33224563547297625,0.6197544410110043,0.04473682993494825,0.5559961322721163,0.11199226454423261,1.0,0.16164327257901018,0.052173261117742245,0.0521732611180592,0.11199226454423261,0.1830396586096854,0.3703417035533468
r119,6402391587,49.74748074573654,0.2062536743781723,0.9570155385460308,0.0932751172713002,0.22149804022114417,0.21945872306931546,0.22353735737297287,0.09081192066071189,0.13688701138647555,0.04473682993494825,0.7171532781448872,0.4343065562897743,1.0,0.3292944969310654,0.07104739406513624,0.09084824074225002,0.4343065562897743,0.9278176605053675,0.9999999999977147
r120,6019587423,45.79591142164929,0.225333732938475,0.9456084343652744,0.10965326032056603,0.2492889489912157,0.1978165659232849,0.3007613320591465,0.20643367348763042,0.3515779967470058,0.061289350228255025,0.5360911697465863,0.07218233949317271,1.0,0.15157877970656988,0.0,0.0521732611169168,0.07218233949317271,0.20731112331850698,0.5883082656669083
r121,961742538,49.707676339586726,0.2070752711371688,0.9616535966852902,0.10019918374930532,0.25491673857522884,0.19930045572483085,0.31053302142562683,0.283201146281984,0.17326781450041065,0.3931344780635574,0.5667360705365606,0.13347214107312128,1.0,0.16473598383562882,0.0,0.020009078375747422,0.13347214107312128,0.33737722071423554,0.5871733202396984
r122,6105379842,77.72861370824558,0.2245299615857434,0.8700851971975259,0.10779032664369395,0.3233483911707161,0.2725982019229784,0.37409858041845384,0.17570762954814742,0.35141525909629484,1.0298123521028479e-33,0.6432041062997822,0.2864082125995643,1.0,0.32884946945629284,0.19535174015777973,0.2663991342229161,0.2864082125995643,0.3385814737164811,0.7150042721037003
r123,7354921860,52.42603953458769,0.2093823622403603,0.9394902763932316,0.09944170396707205,0.12881058091973785,0.1878023609457717,0.06981880089370396,0.1393440386649502,0.22479777451130878,0.05389030281859167,0.5829222777577753,0.16584455551555055,1.0,0.15756299750155567,8.254454828269642e-13,1.1418728057199663e-12,0.16584455551555055,0.2566927962568998,0.5871733202396969
r124,819372465,40.080211262491616,0.2981556513153804,0.9788639618129474,0.17481936243424354,0.25423637131845106,0.18011439009275057,0.3283583525441515,0.3482803379866996,0.30947891449309073,0.3870817614803085,0.6232644899863219,0.2465289799726437,1.0,0.1795665777319024,0.0521732611169168,0.05217326111781758,0.2465289799726437,0.31871131946499087,0.31871131946589143
r125,2160973485,46.56101398964552,0.2413902692024645,0.965979281459412,0.13463076530438747,0.17106170147339242,0.12236258054669444,0.2197608224000904,0.17128701894562232,0.1887102714926986,0.15386376639854604,0.5716148667797639,0.1432297335595278,1.0,0.13686125627294998,0.0,0.020009078375747422,0.1432297335595278,0.18283142691015272,0.3997142981159931
r126,6419058372,49.22033479513743,0.2530171135246877,0.9620023579000732,0.14297509724178334,0.18891637544700587,0.20003562139533915,0.1777971294986726,0.3080690931254252,0.22300370818729293,0.3931344780635574,0.688107283343138,0.376214566686276,1.0,0.2379236580243148,0.0,0.1264184671599123,0.376214566686276,0.46840598455487903,0.6201378030773497
r127,8790564213,50.520949364340595,0.2456937657862787,0.9616570316585732,0.13619112225897773,0.2821445798191827,0.28135315869774524,0.2829360009406201,0.34973039498673164,0.20172220450061823,0.497738585472845,0.7171532781444367,0.4343065562888735,1.0,0.38652568938040227,0.09366221602206139,0.36006135024497743,0.4343065562888735,0.8271241576725284,0.8671423144249235
r128,3619254087,33.07046402338898,0.2596487310037709,0.9690622759683828,0.14408484187564818,0.28904525438099904,0.20461112988263763,0.3734793788793604,0.11633135755195409,0.1266365349407049,0.10602618016320327,0.6206572415137529,0.2698051779017939,0.9715093051257119,0.34692291521116647,0.1953517401577798,0.19535174015868034,0.2698051779017939,0.5586621568981375,0.9999999999988566
r129,1684259073,47.9864601918365,0.2050788656565463,0.9607340245100504,0.09788134701248179,0.2689443701892824,0.1472032319197703,0.3906855084587945,0.34046865323900966,0.16059348412861868,0.5203438223494007,0.6609892195093553,0.32197843901871065,1.0,0.23830026443979063,0.0,0.24752500127559704,0.32197843901871065,0.39302583308416333,0.5194443002457276
r130,6743021895,46.56101398964552,0.2896785246474229,0.965979281459412,0.17294848465412743,0.19408287201969243,0.21352594797450333,0.1746397960648815,0.38537150262324626,0.33582365753084126,0.4349193477156512,0.6141010506911483,0.2566927962565847,0.9715093051257119,0.27159720569036505,0.0,0.1658445555144087,0.2566927962565847,0.6780215609810482,1.0
r131,6859210347,57.883508777742065,0.1815237444877865,0.93611558118159,0.07404223979720843,0.280469475184488,0.1696342403710888,0.3913047099978872,0.19521684670136388,0.3291443431744727,0.061289350228255025,0.684234159167039,0.41564065504167286,0.9528276632924052,0.2734765855315785,0.0,0.09366221602296217,0.41564065504167286,0.7376190940606248,0.8284673348010736
r132,7568941203,46.56101398964552,0.2392401231034639,0.965979281459412,0.13147345415727973,0.16898231382085963,0.1811501626953625,0.15681446494635676,0.2964819650204965,0.15199186574209284,0.4409720642989001,0.582922277758105,0.16584455551621,1.0,0.1870846343290005,0.0,0.09366221602296194,0.16584455551621,0.25669279625780056,0.6780215609810465
r133,5610389472,103.7849887429445,0.2188590604635827,0.8036495659782104,0.10462872475736017,0.22588851827357342,0.18604716518595846,0.2657298713611884,0.18474524822565302,0.36343777986805714,0.006052716583248906,0.6592861976707796,0.3185723953415591,1.0,0.2970251362754736,0.07104739406513637,0.3185723953415591,0.3185723953415591,0.43056465988554976,0.6593556597329454
r134,8047193256,39.37053437464044,0.2757721344824341,0.9701857421702867,0.15112829081741372,0.22375041979342242,0.16456483864622476,0.2829360009406201,0.3120187588887393,0.12629893230463365,0.497738585472845,0.5829222777576547,0.16584455551530944,1.0,0.17358181236896095,0.0,0.020009078375430468,0.16584455551530944,0.2180178166331267,0.8183035185168172
r135,9304572618,53.320642973744725,0.2190310932441312,0.9586843253266693,0.1014606173456317,0.27008090672469154,0.26038314594255296,0.27977866750683017,0.35477142484588176,0.20870350791852416,0.5008393417732394,0.7007639590243799,0.40152791804876,1.0,0.3001813691268234,0.0,0.27603616461511404,0.40152791804876,0.5477472318852021,0.9078085821313215
r136,3861504792,55.48666294893678,0.1571616475804824,0.9351703210028772,0.05309446424468814,0.23406344291209508,0.20555434789679283,0.2625725379273973,0.03676798847578748,0.0256983907162322,0.04783758623534276,0.8040892099590408,0.6081784199180815,1.0,0.3086295912621634,0.05444435936768307,0.1264184671616382,0.6081784199180815,0.6081784199180815,0.7313990751009611
r137,5876431902,46.56101398964552,0.2671197706481152,0.965979281459412,0.15717978578865127,0.2850417679644279,0.19953266939648898,0.3705508665323668,0.3358565308185638,0.2846313001568191,0.3870817614803085,0.5922552283821557,0.18451045676431152,1.0,0.14794153524722117,9.007760943096786e-13,9.007760943096786e-13,0.18451045676431152,0.2953677758805076,0.3997142981159931
r138,1253786049,56.40036961204942,0.1546409308684928,0.9564937090741166,0.047337601892488396,0.2857724755651133,0.19806557225086463,0.37347937887936206,0.25009159624670346,0.04112872037226128,0.45905447212114564,0.5403422122286671,0.08068442445733424,1.0,0.14165640508216182,0.0,0.0,0.08068442445733424,0.15492963050147282,0.6877278989484473
r139,2630189457,29.068263305447317,0.2940273918979275,0.9781335524780966,0.16533663272829963,0.3447933540356264,0.23888335450571913,0.45070335356553365,0.5183444806465908,0.5223978555270298,0.5142911057661518,0.5987329306135457,0.19746586122709134,1.0,0.2693968801325471,0.14302150185736565,0.14302150185909185,0.19746586122709134,0.4526366048110445,0.6173462148991427
r140,1876254390,49.22033479513743,0.2842006860978883,0.9620023579000732,0.16692564281757305,0.28868330184231283,0.1898384286596222,0.3875281750250034,0.45335835278425307,0.3445880135670116,0.5621286920014945,0.6652402619918489,0.33048052398369776,1.0,0.20303597010573027,0.0,0.08068442445733424,0.33048052398369776,0.42132876472414643,0.567164241863951
r141,973652481,49.22033479513743,0.2833969147451567,0.9620023579000732,0.16506270914070098,0.18444603451075114,0.19109493952283083,0.17779712949867146,0.3881219336661811,0.34442527591710537,0.43181859141525675,0.5,0.0,1.0,0.11827516510528216,0.0,0.0,0.0,0.22008068318280025,0.567164241863951
r142,1958302674,50.470293598941396,0.1988004601400927,0.9616584872378486,0.08524130615943017,0.2578174182309515,0.14215545758254183,0.37347937887936117,0.29146477524985076,0.1238750783785559,0.45905447212114564,0.7064133398801513,0.4128266797603026,1.0,0.25407486008895214,0.019800846676139003,0.1452926001092748,0.4128266797603026,0.4128266797603026,0.7313990751009609
r143,259781436,42.44816386403727,0.217988888652083,0.965687559816941,0.11163113249939828,0.267787445862005,0.2250418702983831,0.31053302142562683,0.33815738665481054,0.28318029524606375,0.3931344780635574,0.5764333819748407,0.15286676394968143,1.0,0.16082648505352767,0.0,0.0521732611169167,0.15286676394968143,0.2250491034420287,0.5685074189904535
r144,3516409278,52.74536412748887,0.1887806917674273,0.9248916384451578,0.08969155619892419,0.30485367959604454,0.25343410989216,0.3562732492999291,0.10226492492475325,0.1984771332662576,0.006052716583248906,0.7419370369125611,0.48387407382512215,1.0,0.3469852128848331,0.0719741077931297,0.21747493960137948,0.48387407382512215,0.6992348923598665,1.0
r145,7069812435,47.22902762544834,0.2586491594485059,0.9641578231757542,0.14076869886547616,0.21817042181367022,0.23062881737289231,0.20571202625444812,0.16298751215796572,0.2751854777977343,0.05078954651819716,0.592926816945649,0.18585363389129797,1.0,0.24324829217863747,0.09366221602206139,0.14583547713980363,0.18585363389129797,0.40955956020772466,0.5004078009490743
r146,7195426083,35.32551030039599,0.2510422045920481,0.971082522472179,0.13189541334332197,0.19475925428984703,0.1838064823252451,0.20571202625444898,0.0885442394114154,0.12629893230463365,0.05078954651819716,0.6430999904497228,0.2861999808994455,1.0,0.2877315034391706,0.07104739406545267,0.2861999808985449,0.2861999808994455,0.4348986246855546,0.5592542252967875
r147,4871069523,50.25671417534738,0.2102071633851694,0.9616535966852902,0.10161150510545201,0.33618313391815535,0.19406589378577066,0.47830037405054004,0.3875424654492313,0.32671381918989917,0.44837111170856353,0.5831141961058989,0.16622839221179772,1.0,0.18453647480212357,3.169570821223346e-13,0.02000907837657287,0.16622839221179772,0.48480078755335787,0.6399386497541221
r148,6780541329,79.56854694224091,0.1815237444877865,0.8903441823561442,0.07404223979720842,0.27991900700806893,0.2590766819569913,0.3007613320591465,0.0687690909408931,0.07624883165353119,0.061289350228255025,0.7966272075364935,0.5932544150729872,1.0,0.40659226176406005,0.14810657538974445,0.34345831554752415,0.5932544150729872,0.6130552617512434,0.8369694197660612
r149,4571206893,49.455823522194464,0.218813689796892,0.9616535966852902,0.11380093363777824,0.2820339874954243,0.1937459295452773,0.37032204544557135,0.14332116396787886,0.17751539147215997,0.10912693646359778,0.7112318550763711,0.42246371015274226,1.0,0.23758844007402907,3.1642732289300237e-13,0.020009078377715858,0.42246371015274226,0.6565416844515752,0.6565416844515752
reverse,9876543210,31.870454303643218,0.2873536081379665,0.9788639618129475,0.16864483163522764,0.23693999202234767,0.19410131653786517,0.27977866750683017,0.44026706294189105,0.3796947841105427,0.5008393417732394,0.7966272075364935,0.5932544150729872,1.0,0.33610082361333704,0.09366221602206139,0.09366221602206139,0.5932544150729872,0.7749508965538847,0.8556353210123624
