triple,budget,status,err_mHa,captured,wall_s,dim
"(0, 3, 4)",15,OK,233.2070232490526,0.6329303916639429,1.1413438320159912,225
"(0, 3, 5)",5,OK,465.9875781404228,0.40498478862987614,1.107494831085205,25
"(0, 3, 5)",8,OK,458.81235333945904,0.43786136826828376,1.1348769664764404,64
"(0, 3, 5)",10,OK,379.7717075174738,0.4922427481224008,1.1318981647491455,100
"(0, 3, 5)",15,OK,233.2070232490526,0.6329303916639428,1.1425230503082275,225
"(0, 3, 6)",5,OK,465.9875781404228,0.40498478862987614,1.1068611145019531,25
"(0, 3, 6)",8,OK,458.81235333945904,0.43786136826828376,1.130307912826538,64
"(0, 3, 6)",10,OK,379.7717075174738,0.4922427481224008,1.1347713470458984,100
"(0, 3, 6)",15,OK,295.8198576831057,0.5749080116609866,1.140758991241455,225
"(0, 3, 7)",5,OK,465.9875781404228,0.4049847886298762,1.1055338382720947,25
"(0, 3, 7)",8,OK,458.81235333945904,0.43786136826828376,1.1345570087432861,64
"(0, 3, 7)",10,OK,306.8961530785872,0.5481624084362076,1.1059026718139648,100
"(0, 3, 7)",15,OK,295.8198576831057,0.5749080116609866,1.1308369636535645,225
"(0, 3, 8)",5,OK,465.9875781404228,0.40498478862987614,1.1094789505004883,25
"(0, 3, 8)",8,OK,458.81235333945904,0.43786136826828376,1.1278748512268066,64
"(0, 3, 8)",10,OK,376.308278777234,0.490992254816506,1.1361827850341797,100
"(0, 3, 8)",15,OK,306.0917193849022,0.5500036044192987,1.1393632888793945,225
"(0, 3, 9)",5,OK,296.78085229139305,0.5315494898277693,1.1085381507873535,25
"(0, 3, 9)",8,OK,288.98018483879275,0.5457741224055709,1.1414101123809814,64
"(0, 3, 9)",10,OK,283.17371920888235,0.5640343860124322,1.1349809169769287,100
"(0, 3, 9)",15,OK,247.27858328064744,0.6375995619759882,1.1401588916778564,225
"(0, 4, 5)",5,OK,465.9875781404228,0.40498478862987614,1.1062510013580322,25
"(0, 4, 5)",8,OK,458.81235333945904,0.43786136826828376,1.133254051208496,64
"(0, 4, 5)",10,OK,379.7717075174738,0.4922427481224008,1.1368451118469238,100
"(0, 4, 5)",15,OK,295.8198576831057,0.5749080116609866,1.129209041595459,225
"(0, 4, 6)",5,OK,465.9875781404228,0.40498478862987614,1.104367971420288,25
"(0, 4, 6)",8,OK,458.81235333945904,0.43786136826828376,1.1279659271240234,64
"(0, 4, 6)",10,OK,458.02629839399157,0.4387662674446789,1.13047194480896,100
