chain,permutation,triple,role,tag,err_lucj,full_capture,depth,two_qubit_count,n_unique_alpha,n_unique_beta,dim,status,err_mHa,captured,retained_J_samespin,S0
random,11650318107249,"(3, 5, 11)",triple,random_3-5-11,555.3610116389791,1.0000000000007228,5582,40080,373,366,3025,OK,201.40495644000111,0.8490457099898998,0.2523637282668027,1.5600999150559562
random,11650318107249,"(5, 6, 7)",triple,random_5-6-7,612.4427292929795,1.0000000000005855,5582,40080,292,309,3025,OK,279.2190861459858,0.6606344315105105,0.2523637282668027,0.09892783442118286
random,11650318107249,"(4, 9, 10)",triple,random_4-9-10,559.6891733175653,1.0000000000007216,5510,40080,355,365,3025,OK,208.50853590718543,0.8409519396999336,0.2523637282668027,1.492905983139612
random,11650318107249,"(4, 9, 11)",triple,random_4-9-11,546.6854100177443,1.0000000000007612,5510,40080,378,361,3025,OK,200.71677281111988,0.8502939819307394,0.2523637282668027,1.6514171497402697
random,11650318107249,"(4, 5, 9)",triple,random_4-5-9,603.5841630509822,1.000000000000633,5582,40080,310,326,3025,OK,266.6274543380496,0.7156571865855829,0.2523637282668027,0.3944654033029043
random,11650318107249,"(2, 6, 11)",triple,random_2-6-11,553.1773494617482,1.0000000000007483,5510,40080,374,350,3025,OK,209.56512858128917,0.8329037053579844,0.2523637282668027,1.5797207633540946
random,11650318107249,"(2, 3, 10)",triple,random_2-3-10,561.5520059523078,1.0000000000007434,5510,40080,362,371,3025,OK,205.0079959640243,0.8442089177107169,0.2523637282668027,1.6971263173370204
random,11650318107249,"(1, 3, 5)",triple,random_1-3-5,570.026765293278,1.0000000000007516,5582,40080,352,341,3025,OK,212.95139489529902,0.8269518157675401,0.2523637282668027,1.4015887484552982
random,11650318107249,"(0, 5, 9)",triple,random_0-5-9,561.4304170080686,1.0000000000007625,5582,40080,376,381,3025,OK,212.75418752111364,0.8240034920194386,0.2523637282668027,1.5797207633540942
random,11650318107249,"(0, 1, 5)",triple,random_0-1-5,529.6312336968185,1.0000000000008065,5582,40080,403,412,3025,OK,203.96713016816648,0.8454523837980104,0.2523637282668027,2.3826237743090797
random,11650318107249,"(2, 4, 10)",triple,random_2-4-10,561.5003190141579,1.0000000000007172,5510,40080,367,354,3025,OK,208.42160085703654,0.8400928775627239,0.2523637282668027,1.492905983139612
random,11650318107249,"(7, 9, 11)",triple,random_7-9-11,548.8654596315428,1.0000000000007816,5582,40080,372,356,3025,OK,203.05772384017473,0.8454640882421003,0.2523637282668027,1.6514171497402699
random,11650318107249,"(2, 3, 6)",triple,random_2-3-6,604.8427390078359,1.0000000000006395,5510,40080,301,324,3025,OK,250.3520098930494,0.7249397346457359,0.2523637282668027,0.5986857375003125
random,11650318107249,"(0, 1, 10)",triple,random_0-1-10,491.6189680839125,1.000000000000814,5510,40080,443,445,3025,OK,200.75243469409543,0.8511373131482394,0.2523637282668027,3.4810643541457873
random,11650318107249,"(2, 3, 11)",triple,random_2-3-11,544.8409736422946,1.0000000000007552,5510,40080,382,370,3025,OK,199.67282364495986,0.8486658286015417,0.2523637282668027,1.855637483937678
random,11650318107249,"(4, 5, 8)",triple,random_4-5-8,604.768638603673,1.0000000000005984,5582,40080,296,291,3025,OK,259.32731636430617,0.7325877903534115,0.2523637282668027,0.3748445550047659
random,11650318107249,"(5, 9, 10)",triple,random_5-9-10,565.6317262714765,1.0000000000007285,5582,40080,357,360,3025,OK,202.1122879241375,0.8484836737934263,0.2523637282668027,1.4212095967534373
random,11650318107249,"(3, 9, 10)",triple,random_3-9-10,559.797748605888,1.0000000000007296,5510,40080,369,359,3025,OK,201.32078090591676,0.8486757282013987,0.2523637282668027,1.6971263173370204
random,11650318107249,"(2, 3, 8)",triple,random_2-3-8,595.0084151727424,1.0000000000006266,5510,40080,328,315,3025,OK,223.8746477441964,0.801822065545733,0.2523637282668027,0.8746024580838957
random,11650318107249,"(0, 1, 11)",triple,random_0-1-11,470.976426654488,1.0000000000008085,5510,40080,452,446,3025,OK,203.46600600896636,0.8577108182160642,0.2523637282668027,3.639575520746445
random,11650318107249,"(1, 2, 6)",triple,random_1-2-6,566.3291811247291,1.0000000000007012,5510,40080,338,347,3025,OK,232.30317667503186,0.7865421436580174,0.2523637282668027,1.4212095967534368
random,11650318107249,"(1, 4, 11)",triple,random_1-4-11,512.5600355763709,1.0000000000007776,5510,40080,386,375,3025,OK,210.01080632413505,0.8396726151724435,0.2523637282668027,2.4543201606952554
random,11650318107249,"(2, 3, 7)",triple,random_2-3-7,595.7241298792724,1.0000000000006493,5582,40080,304,327,3025,OK,254.1804199231592,0.7119931793526941,0.2523637282668027,0.6703821238864877
random,11650318107249,"(1, 4, 10)",triple,random_1-4-10,531.3284314729572,1.000000000000749,5510,40080,386,399,3025,OK,201.80029746916262,0.8522391775778629,0.2523637282668027,2.295808994094598
random,11650318107249,"(0, 8, 11)",triple,random_0-8-11,505.2574165115402,1.0000000000007847,5510,40080,451,445,3025,OK,206.93999966124466,0.8610801137612167,0.2523637282668027,2.8170516614933208
random,11650318107249,"(2, 6, 7)",triple,random_2-6-7,602.1008869392972,1.0000000000006348,5582,40080,298,315,3025,OK,276.8337840602726,0.6691838403585915,0.2523637282668027,0.39446540330290447
random,11650318107249,"(3, 4, 8)",triple,random_3-4-8,598.792337134455,1.0000000000006126,5510,40080,307,311,3025,OK,232.67831599014244,0.8037481162863923,0.2523637282668027,0.650761275588349
random,11650318107249,"(0, 2, 10)",triple,random_0-2-10,521.84904851174,1.0000000000007934,5510,40080,417,410,3025,OK,203.45150288721925,0.8457008264149489,0.2523637282668027,2.6781613431908022
random,11650318107249,"(0, 3, 6)",triple,random_0-3-6,569.8284852837787,1.0000000000007525,5510,40080,383,392,3025,OK,205.31955692604242,0.8436614149631709,0.2523637282668027,1.5600999150559556
random,11650318107249,"(8, 10, 11)",triple,random_8-10-11,513.2713692405559,1.0000000000007854,5510,40080,378,390,3025,OK,200.93397495611498,0.8526037804460614,0.2523637282668027,2.658540494892664
random,11650318107249,"(5, 8, 11)",triple,random_5-8-11,557.4114284759162,1.0000000000007478,5582,40080,362,362,3025,OK,219.20237508402352,0.8212669389039211,0.2523637282668027,1.5600999150559565
random,11650318107249,"(0, 1, 4)",triple,random_0-1-4,526.0852524229449,1.0000000000007825,5510,40080,413,401,3025,OK,204.05391571603104,0.8454342984456604,0.2523637282668027,2.4543201606952545
random,11650318107249,"(6, 7, 8)",triple,random_6-7-8,603.5229177014116,1.0000000000005949,5582,40080,293,298,3025,OK,274.1442521883073,0.6829665558796549,0.2523637282668027,0.37484455500476604
random,11650318107249,"(6, 8, 11)",triple,random_6-8-11,557.5133581278351,1.0000000000007474,5510,40080,361,364,3025,OK,212.86954600100216,0.8295815778878227,0.2523637282668027,1.5600999150559562
random,11650318107249,"(2, 10, 11)",triple,random_2-10-11,509.60716004783535,1.0000000000008036,5510,40080,387,394,3025,OK,208.0580394149365,0.8428522953857043,0.2523637282668027,2.6781613431908027
random,11650318107249,"(1, 3, 4)",triple,random_1-3-4,564.6951348735456,1.0000000000007125,5510,40080,349,357,3025,OK,219.50531085394687,0.8098001410104959,0.2523637282668027,1.4732851348414733
random,11650318107249,"(2, 3, 4)",triple,random_2-3-4,599.878325458576,1.0000000000006428,5510,40080,300,315,3025,OK,242.08944860220072,0.749339847599695,0.2523637282668027,0.6703821238864874
random,11650318107249,"(1, 5, 8)",triple,random_1-5-8,566.8978560852338,1.0000000000006624,5582,40080,351,339,3025,OK,226.56273052734832,0.7922542172429744,0.2523637282668027,1.4015887484552985
random,11650318107249,"(3, 5, 6)",triple,random_3-5-6,614.5487076682912,1.000000000000628,5582,40080,310,297,3025,OK,267.7188301372553,0.6938492249532644,0.2523637282668027,0.30314816861859084
random,11650318107249,"(1, 2, 7)",triple,random_1-2-7,557.8701812969484,1.0000000000007234,5582,40080,354,344,3025,OK,228.00155562117652,0.7929434670476927,0.2523637282668027,1.4929059831396119
random,11650318107249,"(0, 7, 9)",triple,random_0-7-9,551.9958806221439,1.0000000000007563,5582,40080,404,384,3025,OK,219.44559026633215,0.806383190756994,0.2523637282668027,1.6514171497402692
random,11650318107249,"(0, 6, 9)",triple,random_0-6-9,561.2243963100809,1.0000000000007567,5510,40080,380,384,3025,OK,212.75418752111364,0.8240034920194386,0.2523637282668027,1.5797207633540942
random,11650318107249,"(1, 6, 8)",triple,random_1-6-8,566.8552115907914,1.0000000000006963,5510,40080,325,331,3025,OK,225.93823455190432,0.7971127485989685,0.2523637282668027,1.4015887484552985
random,11650318107249,"(5, 7, 10)",triple,random_5-7-10,567.9113714872983,1.0000000000006926,5582,40080,347,339,3025,OK,229.86391016593188,0.8146803767633939,0.2523637282668027,1.1973684142578906
random,11650318107249,"(0, 2, 9)",triple,random_0-2-9,552.6706360360549,1.0000000000007996,5510,40080,382,403,3025,OK,199.76010268919708,0.8547961166967454,0.2523637282668027,1.8752583322358158
random,11650318107249,"(1, 2, 4)",triple,random_1-2-4,560.7201733046168,1.0000000000006986,5510,40080,348,342,3025,OK,224.46267473196713,0.8057185259651887,0.2523637282668027,1.4929059831396119
random,11650318107249,"(5, 6, 9)",triple,random_5-6-9,609.702990664573,1.0000000000006046,5582,40080,305,303,3025,OK,264.63858439592514,0.7194670519271376,0.2523637282668027,0.3227690169167293
random,11650318107249,default,default,random_default,549.0809446259846,1.0000000000007727,5582,40080,376,375,3025,OK,216.00567370933277,0.8306453791671,0.2523637282668027,1.6317963014421313
random,11650318107249,no_ab,no_ab,random_noab,621.5421807878556,1.000000000000455,5510,39864,280,299,3025,OK,274.9882396419707,0.6804227545011895,0.2523637282668027,0.0
