chain,triple,err_lucj,full_capture
reverse,"(0, 6, 7)",663.3417768030085,1.0000000000006612
reverse,"(0, 6, 8)",661.8658765737564,1.0000000000006755
reverse,"(0, 6, 9)",662.7440490588015,1.0000000000007083
reverse,"(0, 6, 10)",623.7146404400846,1.000000000000741
reverse,"(0, 6, 11)",611.5514206830994,1.0000000000005278
reverse,"(0, 7, 8)",651.9665481864649,1.0000000000007163
reverse,"(0, 7, 9)",652.385838639475,1.0000000000007017
reverse,"(0, 7, 10)",613.1004410422065,1.0000000000007327
reverse,"(0, 7, 11)",603.9022012155328,1.0000000000005747
reverse,"(0, 8, 9)",651.1062329495871,1.0000000000007343
reverse,"(0, 8, 10)",611.7886496799656,1.0000000000007516
reverse,"(0, 8, 11)",602.6136977616261,1.000000000000657
reverse,"(0, 9, 10)",612.8720211213476,1.0000000000007703
reverse,"(0, 9, 11)",601.4194221997968,1.0000000000007294
reverse,"(0, 10, 11)",562.0795094932873,1.0000000000007585
reverse,"(1, 2, 3)",662.6861658664893,1.0000000000006675
reverse,"(1, 2, 4)",662.9271849087672,1.00000000000065
reverse,"(1, 2, 5)",671.5318765332086,1.00000000000061
reverse,"(1, 2, 6)",671.5266601404437,1.0000000000006248
reverse,"(1, 2, 7)",662.6130940267103,1.0000000000006344
reverse,"(1, 2, 8)",662.55756011833,1.0000000000006601
reverse,"(1, 2, 9)",662.0821621459072,1.0000000000006501
reverse,"(1, 2, 10)",625.3558653529581,1.0000000000006357
reverse,"(1, 2, 11)",612.8354798452165,1.0000000000007254
reverse,"(1, 3, 4)",664.1590806220847,1.0000000000006597
reverse,"(1, 3, 5)",672.3044516711525,1.0000000000006062
reverse,"(1, 3, 6)",672.2692302496398,1.0000000000005722
reverse,"(1, 3, 7)",662.9032508362798,1.0000000000006435
reverse,"(1, 3, 8)",662.9615895394636,1.0000000000005955
reverse,"(1, 3, 9)",662.4220837229586,1.0000000000006866
reverse,"(1, 3, 10)",626.1095293311882,1.0000000000006042
reverse,"(1, 3, 11)",611.7202994450963,1.0000000000007434
reverse,"(1, 4, 5)",672.7212310543109,1.0000000000005609
reverse,"(1, 4, 6)",672.6910557626979,1.000000000000565
reverse,"(1, 4, 7)",663.6648522035102,1.0000000000005862
reverse,"(1, 4, 8)",663.061619774453,1.0000000000006155
reverse,"(1, 4, 9)",662.6272081066418,1.0000000000006637
reverse,"(1, 4, 10)",626.1884010773429,1.0000000000005524
reverse,"(1, 4, 11)",613.0896189297346,1.0000000000007336
reverse,"(1, 5, 6)",681.5623104730548,1.0000000000005616
reverse,"(1, 5, 7)",672.8718218141694,1.0000000000005884
reverse,"(1, 5, 8)",672.6134737832581,1.000000000000612
reverse,"(1, 5, 9)",671.720062503482,1.0000000000006137
reverse,"(1, 5, 10)",634.8742009245143,1.000000000000523
reverse,"(1, 5, 11)",623.7091821008107,1.0000000000007585
reverse,"(1, 6, 7)",672.9211792376191,1.0000000000006162
reverse,"(1, 6, 8)",672.6681723766887,1.000000000000607
reverse,"(1, 6, 9)",671.7445051831419,1.0000000000006477
reverse,"(1, 6, 10)",634.8739505988306,1.0000000000005296
reverse,"(1, 6, 11)",623.9053636627432,1.0000000000007068
reverse,"(1, 7, 8)",664.7059564984374,1.000000000000622
reverse,"(1, 7, 9)",663.3197527025914,1.0000000000006424
reverse,"(1, 7, 10)",626.1781704147324,1.00000000000057
reverse,"(1, 7, 11)",618.1333547324357,1.0000000000007598
reverse,"(1, 8, 9)",663.241292341354,1.0000000000006646
reverse,"(1, 8, 10)",626.1500950154186,1.0000000000005873
reverse,"(1, 8, 11)",618.0719934404806,1.000000000000736
reverse,"(1, 9, 10)",625.390443440665,1.000000000000668
reverse,"(1, 9, 11)",615.0846602272395,1.0000000000007623
reverse,"(1, 10, 11)",577.7552922108953,1.0000000000007887
reverse,"(2, 3, 4)",705.6108473857421,1.000000000000533
reverse,"(2, 3, 5)",713.4726584654345,1.0000000000005216
reverse,"(2, 3, 6)",713.4125399657023,1.0000000000005167
reverse,"(2, 3, 7)",703.6455144193496,1.0000000000005311
reverse,"(2, 3, 8)",703.6240200809516,1.0000000000005316
reverse,"(2, 3, 9)",703.4250790566148,1.0000000000004998
reverse,"(2, 3, 10)",663.239031835019,1.000000000000657
reverse,"(2, 3, 11)",651.1238076768677,1.0000000000007074
reverse,"(2, 4, 5)",713.8666767359609,1.0000000000005158
reverse,"(2, 4, 6)",713.811691166029,1.0000000000005584
reverse,"(2, 4, 7)",704.3855016777343,1.000000000000544
reverse,"(2, 4, 8)",703.7073284145663,1.0000000000005371
reverse,"(2, 4, 9)",703.6221016237505,1.0000000000004965
reverse,"(2, 4, 10)",663.365207474726,1.0000000000006781
reverse,"(2, 4, 11)",652.4575224543696,1.0000000000006857
reverse,"(2, 5, 6)",722.4023952853713,1.0000000000004912
reverse,"(2, 5, 7)",713.3141565714141,1.000000000000535
reverse,"(2, 5, 8)",712.9764343499119,1.000000000000533
reverse,"(2, 5, 9)",712.4447859964675,1.0000000000005222
reverse,"(2, 5, 10)",671.7884076911105,1.0000000000006535
reverse,"(2, 5, 11)",662.8313780811368,1.0000000000006872
reverse,"(2, 6, 7)",713.339001777058,1.000000000000517
reverse,"(2, 6, 8)",713.0063678941951,1.0000000000005205
reverse,"(2, 6, 9)",712.4450875685397,1.0000000000005143
reverse,"(2, 6, 10)",671.7639519479235,1.0000000000006255
reverse,"(2, 6, 11)",663.006187393421,1.0000000000006644
reverse,"(2, 7, 8)",704.644968309367,1.000000000000576
reverse,"(2, 7, 9)",703.6311772808403,1.0000000000004776
reverse,"(2, 7, 10)",662.669207691124,1.0000000000006686
reverse,"(2, 7, 11)",656.852777399763,1.0000000000007216
reverse,"(2, 8, 9)",703.476192265498,1.0000000000004945
reverse,"(2, 8, 10)",662.5096222533102,1.000000000000667
reverse,"(2, 8, 11)",656.7282922383129,1.0000000000007179
reverse,"(2, 9, 10)",662.1619365573679,1.0000000000006297
reverse,"(2, 9, 11)",654.1105505807536,1.0000000000007117
reverse,"(2, 10, 11)",612.9364141434053,1.0000000000007487
reverse,"(3, 4, 5)",715.338406362207,1.000000000000475
reverse,"(3, 4, 6)",715.2533275107089,1.0000000000004936
reverse,"(3, 4, 7)",705.3725419091279,1.000000000000481
reverse,"(3, 4, 8)",704.8027186087893,1.0000000000004936
reverse,"(3, 4, 9)",704.6381445297811,1.0000000000005334
reverse,"(3, 4, 10)",664.755875066021,1.0000000000006166
reverse,"(3, 4, 11)",652.0161580506283,1.000000000000692
reverse,"(3, 5, 6)",723.3832020510818,1.000000000000492
reverse,"(3, 5, 7)",713.840147587689,1.000000000000496
reverse,"(3, 5, 8)",713.6138187456709,1.0000000000004985
reverse,"(3, 5, 9)",713.0045222602348,1.0000000000005096
reverse,"(3, 5, 10)",672.7129365676774,1.000000000000595
reverse,"(3, 5, 11)",661.9274341428536,1.0000000000007288
reverse,"(3, 6, 7)",713.8348310759284,1.0000000000005151
reverse,"(3, 6, 8)",713.6138872774609,1.000000000000494
reverse,"(3, 6, 9)",712.9749594073473,1.0000000000005254
reverse,"(3, 6, 10)",672.6580024592295,1.000000000000596
reverse,"(3, 6, 11)",662.073013112149,1.0000000000007179
reverse,"(3, 7, 8)",704.8039261071608,1.0000000000005071
reverse,"(3, 7, 9)",703.7108121062374,1.0000000000005513
reverse,"(3, 7, 10)",663.1005884555634,1.0000000000006608
reverse,"(3, 7, 11)",655.4937947512371,1.0000000000007243
reverse,"(3, 8, 9)",703.6722241082316,1.0000000000005385
reverse,"(3, 8, 10)",663.0489733479408,1.000000000000603
reverse,"(3, 8, 11)",655.493618177843,1.0000000000007043
reverse,"(3, 9, 10)",662.6370931990095,1.0000000000006286
reverse,"(3, 9, 11)",652.7816371235531,1.000000000000726
reverse,"(3, 10, 11)",611.9118750534653,1.0000000000007365
reverse,"(4, 5, 6)",723.9604990136286,1.000000000000469
reverse,"(4, 5, 7)",714.7639458780759,1.0000000000005171
reverse,"(4, 5, 8)",713.8823196191879,1.000000000000498
reverse,"(4, 5, 9)",713.3819756631965,1.0000000000005327
reverse,"(4, 5, 10)",673.0163849924793,1.0000000000005818
reverse,"(4, 5, 11)",663.4604484979718,1.0000000000006684
reverse,"(4, 6, 7)",714.7641330047918,1.0000000000005185
reverse,"(4, 6, 8)",713.8878942628253,1.0000000000005125
reverse,"(4, 6, 9)",713.3576206160797,1.0000000000005353
reverse,"(4, 6, 10)",672.966898246159,1.000000000000578
reverse,"(4, 6, 11)",663.6110393669696,1.0000000000006881
reverse,"(4, 7, 8)",705.4234298038864,1.000000000000491
reverse,"(4, 7, 9)",704.4358941489008,1.0000000000005211
reverse,"(4, 7, 10)",663.7561255706714,1.0000000000006095
reverse,"(4, 7, 11)",657.359641731091,1.0000000000006912
reverse,"(4, 8, 9)",703.7407019824968,1.0000000000005405
reverse,"(4, 8, 10)",663.0429239444311,1.0000000000006446
reverse,"(4, 8, 11)",656.7019008839452,1.0000000000006892
reverse,"(4, 9, 10)",662.7422041910904,1.0000000000006353
reverse,"(4, 9, 11)",654.1057072377043,1.0000000000006826
reverse,"(4, 10, 11)",613.1816774454819,1.0000000000007485
reverse,"(5, 6, 7)",723.9656977249069,1.0000000000004516
reverse,"(5, 6, 8)",723.43404016965,1.000000000000492
reverse,"(5, 6, 9)",722.452759960106,1.0000000000004938
reverse,"(5, 6, 10)",681.6538778348331,1.0000000000005596
reverse,"(5, 6, 11)",674.2608865629336,1.0000000000006988
reverse,"(5, 7, 8)",715.30730819768,1.000000000000506
reverse,"(5, 7, 9)",713.8689856524252,1.000000000000547
reverse,"(5, 7, 10)",672.778819771338,1.0000000000005924
reverse,"(5, 7, 11)",668.3246014194992,1.0000000000006855
reverse,"(5, 8, 9)",713.512753613486,1.0000000000005045
reverse,"(5, 8, 10)",672.4037538670018,1.00000000000061
reverse,"(5, 8, 11)",668.0346267180539,1.0000000000006801
reverse,"(5, 9, 10)",671.654186188789,1.0000000000006177
reverse,"(5, 9, 11)",664.9912487546317,1.0000000000007165
reverse,"(5, 10, 11)",623.6312805904163,1.0000000000007305
reverse,"(6, 7, 8)",715.3926451314874,1.0000000000004814
reverse,"(6, 7, 9)",713.9244614140807,1.0000000000005378
reverse,"(6, 7, 10)",672.8088654626845,1.0000000000005689
reverse,"(6, 7, 11)",668.5505559221383,1.0000000000006946
reverse,"(6, 8, 9)",713.5732487013229,1.0000000000005087
reverse,"(6, 8, 10)",672.4387477465825,1.00000000000058
reverse,"(6, 8, 11)",668.2678415477312,1.0000000000006972
reverse,"(6, 9, 10)",671.6593899354848,1.000000000000629
reverse,"(6, 9, 11)",665.1960169660924,1.0000000000007188
reverse,"(6, 10, 11)",623.8094497284692,1.0000000000007059
reverse,"(7, 8, 9)",705.7165406804415,1.0000000000005291
reverse,"(7, 8, 10)",664.2880471017634,1.000000000000643
reverse,"(7, 8, 11)",663.0158379607565,1.0000000000007103
reverse,"(7, 9, 10)",663.0528605692234,1.0000000000006324
reverse,"(7, 9, 11)",659.5199014977879,1.0000000000007068
reverse,"(7, 10, 11)",617.8013316962279,1.0000000000007123
reverse,"(8, 9, 10)",662.8558887673535,1.0000000000006615
reverse,"(8, 9, 11)",659.4018636369583,1.0000000000007339
reverse,"(8, 10, 11)",617.6651469336321,1.0000000000007292
reverse,"(9, 10, 11)",614.8349058439635,1.000000000000729
random,"(0, 1, 2)",520.8256819805683,1.0000000000008058
random,"(0, 1, 3)",526.077409847403,1.000000000000777
random,"(0, 1, 4)",526.0852524229449,1.0000000000007825
random,"(0, 1, 5)",529.6312336968185,1.0000000000008065
random,"(0, 1, 6)",529.4167735751216,1.000000000000737
random,"(0, 1, 7)",519.9769146834115,1.0000000000007783
random,"(0, 1, 8)",517.8904796348434,1.0000000000007871
