chain,triple,err_lucj,full_capture
random,"(0, 1, 9)",517.9532912952709,1.0000000000007903
random,"(0, 1, 10)",491.6189680839125,1.000000000000814
random,"(0, 1, 11)",470.976426654488,1.0000000000008085
random,"(0, 2, 3)",561.3491648123272,1.000000000000775
random,"(0, 2, 4)",561.2889821422868,1.0000000000007625
random,"(0, 2, 5)",564.5610816086446,1.000000000000788
random,"(0, 2, 6)",564.3281230268258,1.0000000000007494
random,"(0, 2, 7)",554.583464172083,1.0000000000007683
random,"(0, 2, 8)",552.4315485358784,1.000000000000783
random,"(0, 2, 9)",552.6706360360549,1.0000000000007996
random,"(0, 2, 10)",521.84904851174,1.0000000000007934
random,"(0, 2, 11)",504.44490190238866,1.000000000000795
random,"(0, 3, 4)",567.1491545376739,1.0000000000007505
random,"(0, 3, 5)",570.0817121273758,1.0000000000007687
random,"(0, 3, 6)",569.8284852837787,1.0000000000007525
random,"(0, 3, 7)",559.7246304014334,1.0000000000007734
random,"(0, 3, 8)",557.664380452934,1.000000000000786
random,"(0, 3, 9)",557.7672979634372,1.0000000000007696
random,"(0, 3, 10)",527.2542280454218,1.0000000000008034
random,"(0, 3, 11)",508.3518216479206,1.000000000000849
random,"(0, 4, 5)",570.1965380599177,1.0000000000007652
random,"(0, 4, 6)",569.9507149201963,1.0000000000007818
random,"(0, 4, 7)",560.2044398679027,1.0000000000007787
random,"(0, 4, 8)",557.5111075650057,1.0000000000007807
random,"(0, 4, 9)",557.6783973024249,1.0000000000007967
random,"(0, 4, 10)",527.2021725691047,1.0000000000007736
random,"(0, 4, 11)",509.5861575955496,1.0000000000008085
random,"(0, 5, 6)",573.4569289365936,1.0000000000007445
random,"(0, 5, 7)",563.934950715975,1.0000000000007399
random,"(0, 5, 8)",561.566316117478,1.0000000000007483
random,"(0, 5, 9)",561.4304170080686,1.0000000000007625
random,"(0, 5, 10)",530.4607870152722,1.0000000000007592
random,"(0, 5, 11)",514.4033393089558,1.0000000000007845
random,"(0, 6, 7)",563.742330039986,1.0000000000007645
random,"(0, 6, 8)",561.3793752095262,1.0000000000007887
random,"(0, 6, 9)",561.2243963100809,1.0000000000007567
random,"(0, 6, 10)",530.2284100794168,1.000000000000782
random,"(0, 6, 11)",514.3336580777031,1.0000000000007954
random,"(0, 7, 8)",552.4900962000174,1.0000000000007616
random,"(0, 7, 9)",551.9958806221439,1.0000000000007563
random,"(0, 7, 10)",520.5735246422591,1.0000000000008291
random,"(0, 7, 11)",507.3915258390116,1.0000000000007863
random,"(0, 8, 9)",549.8396736547875,1.000000000000736
random,"(0, 8, 10)",518.463788578174,1.0000000000007994
random,"(0, 8, 11)",505.2574165115402,1.0000000000007847
random,"(0, 9, 10)",518.5117569440081,1.0000000000007785
random,"(0, 9, 11)",503.49849971416916,1.0000000000008036
random,"(0, 10, 11)",471.628618806335,1.000000000000813
random,"(1, 2, 3)",560.6823355578854,1.0000000000007379
random,"(1, 2, 4)",560.7201733046168,1.0000000000006986
random,"(1, 2, 5)",566.4186052599689,1.0000000000006941
random,"(1, 2, 6)",566.3291811247291,1.0000000000007012
random,"(1, 2, 7)",557.8701812969484,1.0000000000007234
random,"(1, 2, 8)",557.140740336763,1.0000000000006888
random,"(1, 2, 9)",556.1864918859101,1.0000000000007139
random,"(1, 2, 10)",527.8505895826129,1.0000000000007463
random,"(1, 2, 11)",509.27593032611185,1.0000000000007845
random,"(1, 3, 4)",564.6951348735456,1.0000000000007125
random,"(1, 3, 5)",570.026765293278,1.0000000000007516
random,"(1, 3, 6)",569.9161388824905,1.0000000000007108
random,"(1, 3, 7)",561.0943123647303,1.00000000000073
random,"(1, 3, 8)",560.446983264228,1.0000000000007307
random,"(1, 3, 9)",559.3874899586808,1.0000000000007352
random,"(1, 3, 10)",531.3539899666466,1.0000000000007998
random,"(1, 3, 11)",511.27861416762244,1.0000000000007692
random,"(1, 4, 5)",570.247607773581,1.0000000000007103
random,"(1, 4, 6)",570.1422766578617,1.0000000000007034
random,"(1, 4, 7)",561.6501113840968,1.0000000000006828
random,"(1, 4, 8)",560.3689291306182,1.0000000000006743
random,"(1, 4, 9)",559.3565348704033,1.0000000000007105
random,"(1, 4, 10)",531.3284314729572,1.000000000000749
random,"(1, 4, 11)",512.5600355763709,1.0000000000007776
random,"(1, 5, 6)",576.0832005971679,1.0000000000006741
random,"(1, 5, 7)",567.8384529455798,1.0000000000006974
random,"(1, 5, 8)",566.8978560852338,1.0000000000006624
random,"(1, 5, 9)",565.5505499998981,1.0000000000007017
random,"(1, 5, 10)",537.0081089945415,1.0000000000007208
random,"(1, 5, 11)",519.8499659695699,1.0000000000007996
random,"(1, 6, 7)",567.78982582955,1.0000000000006994
random,"(1, 6, 8)",566.8552115907914,1.0000000000006963
random,"(1, 6, 9)",565.4878871373512,1.0000000000007159
random,"(1, 6, 10)",536.9163554914849,1.0000000000007423
random,"(1, 6, 11)",519.9215974230356,1.0000000000007692
random,"(1, 7, 8)",559.2377912025768,1.0000000000007099
random,"(1, 7, 9)",557.5251579466567,1.0000000000007137
random,"(1, 7, 10)",528.5065860707618,1.0000000000007498
random,"(1, 7, 11)",514.2328632555291,1.0000000000007896
random,"(1, 8, 9)",556.7817138671671,1.000000000000677
random,"(1, 8, 10)",527.8883691635201,1.0000000000007292
random,"(1, 8, 11)",513.4971084671633,1.0000000000007867
random,"(1, 9, 10)",526.7049802450856,1.0000000000007812
random,"(1, 9, 11)",510.5230154304081,1.0000000000008151
random,"(1, 10, 11)",480.8873883512206,1.000000000000796
random,"(2, 3, 4)",599.878325458576,1.0000000000006428
random,"(2, 3, 5)",604.971428816043,1.0000000000006228
random,"(2, 3, 6)",604.8427390078359,1.0000000000006395
random,"(2, 3, 7)",595.7241298792724,1.0000000000006493
random,"(2, 3, 8)",595.0084151727424,1.0000000000006266
random,"(2, 3, 9)",594.1612369424547,1.000000000000615
random,"(2, 3, 10)",561.5520059523078,1.0000000000007434
random,"(2, 3, 11)",544.8409736422946,1.0000000000007552
random,"(2, 4, 5)",605.1270175771606,1.0000000000006226
random,"(2, 4, 6)",605.0037082104609,1.0000000000006026
random,"(2, 4, 7)",596.2152187476022,1.000000000000633
random,"(2, 4, 8)",594.8695085171494,1.0000000000006413
random,"(2, 4, 9)",594.0759559039179,1.0000000000006353
random,"(2, 4, 10)",561.5003190141579,1.0000000000007172
random,"(2, 4, 11)",546.0506814129076,1.000000000000767
random,"(2, 5, 6)",610.7084634672901,1.0000000000005758
random,"(2, 5, 7)",602.1673524537619,1.0000000000005873
random,"(2, 5, 8)",601.1594299056924,1.0000000000006248
random,"(2, 5, 9)",600.0427826993473,1.0000000000005886
random,"(2, 5, 10)",566.9495918659777,1.0000000000007168
random,"(2, 5, 11)",553.1210589306284,1.0000000000007525
random,"(2, 6, 7)",602.1008869392972,1.0000000000006348
random,"(2, 6, 8)",601.0987856948304,1.0000000000005793
random,"(2, 6, 9)",599.9626151542543,1.00000000000062
random,"(2, 6, 10)",566.840494167991,1.0000000000007159
random,"(2, 6, 11)",553.1773494617482,1.0000000000007483
random,"(2, 7, 8)",593.1843330777156,1.0000000000006168
random,"(2, 7, 9)",591.7115115357774,1.0000000000006333
random,"(2, 7, 10)",558.1531178490877,1.0000000000007199
random,"(2, 7, 11)",547.2024295559095,1.000000000000759
random,"(2, 8, 9)",590.9004787495178,1.000000000000613
random,"(2, 8, 10)",557.3943647668784,1.000000000000736
random,"(2, 8, 11)",546.426144455836,1.000000000000758
random,"(2, 9, 10)",556.4731244944596,1.0000000000007105
random,"(2, 9, 11)",543.6817346489988,1.0000000000007447
random,"(2, 10, 11)",509.60716004783535,1.0000000000008036
random,"(3, 4, 5)",609.3566030617694,1.0000000000006164
random,"(3, 4, 6)",609.2120404414345,1.0000000000006102
random,"(3, 4, 7)",600.0609101834016,1.0000000000006328
random,"(3, 4, 8)",598.792337134455,1.0000000000006126
random,"(3, 4, 9)",597.8810713545499,1.000000000000668
random,"(3, 4, 10)",565.6211400914799,1.0000000000007443
random,"(3, 4, 11)",548.661424877082,1.0000000000007365
random,"(3, 5, 6)",614.5487076682912,1.000000000000628
random,"(3, 5, 7)",605.6447700498211,1.0000000000006493
random,"(3, 5, 8)",604.7162457011837,1.0000000000005955
random,"(3, 5, 9)",603.4842061440031,1.0000000000006
random,"(3, 5, 10)",570.6953951598734,1.0000000000007387
random,"(3, 5, 11)",555.3610116389791,1.0000000000007228
random,"(3, 6, 7)",605.5570081048245,1.0000000000006444
random,"(3, 6, 8)",604.6345274089617,1.0000000000006468
random,"(3, 6, 9)",603.3830161877631,1.0000000000006213
random,"(3, 6, 10)",570.5645961174923,1.0000000000007223
random,"(3, 6, 11)",555.3966511815815,1.0000000000007556
random,"(3, 7, 8)",596.3617431843886,1.000000000000659
random,"(3, 7, 9)",594.7737740930279,1.0000000000006626
random,"(3, 7, 10)",561.5040973748364,1.0000000000007228
random,"(3, 7, 11)",549.0809446259846,1.0000000000007727
random,"(3, 8, 9)",594.0475755437546,1.0000000000006404
random,"(3, 8, 10)",560.8252369661386,1.0000000000007303
random,"(3, 8, 11)",548.3940649619399,1.0000000000007645
random,"(3, 9, 10)",559.797748605888,1.0000000000007296
random,"(3, 9, 11)",545.5274436303625,1.0000000000007743
random,"(3, 10, 11)",511.687524147419,1.0000000000007874
random,"(4, 5, 6)",614.8934543380165,1.000000000000552
random,"(4, 5, 7)",606.3246251446799,1.000000000000589
random,"(4, 5, 8)",604.768638603673,1.0000000000005984
random,"(4, 5, 9)",603.5841630509822,1.000000000000633
random,"(4, 5, 10)",570.8281677066225,1.0000000000007006
random,"(4, 5, 11)",556.7733456027781,1.0000000000007525
random,"(4, 6, 7)",606.2425373525002,1.0000000000005953
random,"(4, 6, 8)",604.6925761474995,1.0000000000005822
random,"(4, 6, 9)",603.4883968841314,1.0000000000006282
random,"(4, 6, 10)",570.7030081039193,1.000000000000719
random,"(4, 6, 11)",556.8142855577207,1.000000000000759
random,"(4, 7, 8)",596.7538394256735,1.0000000000005984
random,"(4, 7, 9)",595.2102644041588,1.0000000000006577
random,"(4, 7, 10)",561.9778747304736,1.00000000000072
random,"(4, 7, 11)",550.8154460248988,1.0000000000007851
random,"(4, 8, 9)",593.8537014767462,1.0000000000006504
random,"(4, 8, 10)",560.66538890218,1.0000000000006852
random,"(4, 8, 11)",549.4989048897878,1.0000000000007543
random,"(4, 9, 10)",559.6891733175653,1.0000000000007216
random,"(4, 9, 11)",546.6854100177443,1.0000000000007612
random,"(4, 10, 11)",512.8956940538956,1.0000000000007907
random,"(5, 6, 7)",612.4427292929795,1.0000000000005855
random,"(5, 6, 8)",611.2332620400593,1.0000000000005664
random,"(5, 6, 9)",609.702990664573,1.0000000000006046
random,"(5, 6, 10)",576.3896858502449,1.0000000000006875
random,"(5, 6, 11)",564.1358969442081,1.000000000000737
random,"(5, 7, 8)",603.542183024274,1.000000000000583
random,"(5, 7, 9)",601.6725004838008,1.0000000000006384
random,"(5, 7, 10)",567.9113714872983,1.0000000000006926
random,"(5, 7, 11)",558.3682256219618,1.000000000000738
random,"(5, 8, 9)",600.6516057859699,1.00000000000058
random,"(5, 8, 10)",566.9331484173199,1.000000000000707
random,"(5, 8, 11)",557.4114284759162,1.0000000000007478
random,"(5, 9, 10)",565.6317262714765,1.0000000000007285
random,"(5, 9, 11)",554.2734162149827,1.0000000000007392
random,"(5, 10, 11)",519.9382903510923,1.0000000000007823
random,"(6, 7, 8)",603.5229177014116,1.0000000000005949
random,"(6, 7, 9)",601.6335802992216,1.0000000000006015
random,"(6, 7, 10)",567.8429120503097,1.0000000000007132
random,"(6, 7, 11)",558.4624878993054,1.0000000000007498
random,"(6, 8, 9)",600.6184180914715,1.0000000000006186
random,"(6, 8, 10)",566.8703007650038,1.0000000000006986
random,"(6, 8, 11)",557.5133581278351,1.0000000000007474
random,"(6, 9, 10)",565.5492741689159,1.0000000000007128
random,"(6, 9, 11)",554.3566442534029,1.0000000000007256
random,"(6, 10, 11)",519.9916066867445,1.0000000000007616
random,"(7, 8, 9)",593.2141408770804,1.0000000000006217
random,"(7, 8, 10)",559.014287910486,1.0000000000006983
random,"(7, 8, 11)",552.337526798965,1.0000000000007327
random,"(7, 9, 10)",557.3559100744205,1.0000000000007356
random,"(7, 9, 11)",548.8654596315428,1.0000000000007816
random,"(7, 10, 11)",514.0195597828097,1.0000000000007985
random,"(8, 9, 10)",556.572140872504,1.0000000000007199
random,"(8, 9, 11)",548.0977145548422,1.0000000000007792
random,"(8, 10, 11)",513.2713692405559,1.0000000000007854
random,"(9, 10, 11)",510.36937329899956,1.0000000000007718
