ordering,captured,cap_alpha,cap_beta,cap_product,missed_mHa_proxy,err_sub_mHa,err_var_mHa,retained_J,top1,n_unique
q171,0.9767411212285889,0.9851341591035051,0.9851341591035049,0.9704893114325699,0.023258878771411085,30.88200145670328,237.9593908161013,0.192365109482819,0.978071,155
q172,0.9632671694708484,0.9727352230081238,0.9727352230081233,0.9462138140806639,0.03673283052915155,52.49606754280478,179.78632811686168,0.1913018755441986,0.975613,159
q173,0.970704970909354,0.9809477668826793,0.9809477668826789,0.962258521352115,0.029295029090645963,36.35063205649658,191.8144859615012,0.2308083672900156,0.969829,208
q174,0.9612859477564915,0.9699969985672394,0.969996998567239,0.9408941772294527,0.038714052243508545,51.68517474589862,219.08479149044524,0.151315976387796,0.986007,122
q175,0.8539676948367448,0.8861641689037747,0.886164168903774,0.7852869342489172,0.14603230516325516,97.4818211848998,234.43728470053316,0.1377137564341078,0.986931,91
q176,0.9669181958947773,0.9747049203947377,0.9747049203947372,0.9500496818417115,0.033081804105222656,45.82443187379681,239.05672129514244,0.2500814884040032,0.988142,113
q177,0.9681714459260813,0.9783966908455616,0.978396690845561,0.9572600846575449,0.03182855407391871,38.54492462019721,219.89607565005545,0.2596487305616348,0.985971,129
q178,0.9561154367995784,0.9632862356541122,0.9779181984593034,0.9420151401715133,0.043884563200421556,53.14181707720422,261.754915038523,0.2235303894644052,0.98556,110
q179,0.9612859477564915,0.9699969985672394,0.969996998567239,0.9408941772294527,0.038714052243508545,51.68517474589862,196.910563185412,0.2318052013653265,0.976691,171
q180,0.9728857807687286,0.9851341591035051,0.9809314350070806,0.9663490643638949,0.02711421923127144,36.000660116997096,159.85376066355172,0.2639700530705027,0.964152,187
q181,0.9646913391012414,0.9764641875574293,0.9764641875574286,0.9534823095821897,0.035308660898758615,44.69088632720286,251.46314525953528,0.2339402591155597,0.988335,87
q182,0.970704970909354,0.9809477668826793,0.9809477668826789,0.962258521352115,0.029295029090645963,36.35063205649658,234.6381001015061,0.191365537759229,0.986762,98
q183,0.971372307998484,0.9801720873919976,0.9801720873919969,0.9607373209023851,0.028627692001516047,36.412638830796595,232.4250501559817,0.3026339173227965,0.987122,124
q184,0.9422015989763648,0.9572889889645869,0.9572889889645863,0.9164022083928404,0.057798401023635204,66.09804469900382,217.84184976031895,0.2115535384547625,0.986094,122
q185,0.9656228488041837,0.9721596874795533,0.9721596874795527,0.9450944579603422,0.0343771511958163,44.20044876960105,201.985070263234,0.2188136900914001,0.983915,147
q186,0.9791856038297172,0.9853852069505697,0.9853852069505691,0.9709840060770165,0.0208143961702828,28.61601392760349,217.34571647975545,0.2072322159458948,0.988871,112
q187,0.9643538421977685,0.9707115196996118,0.9726440229877436,0.9441567576811767,0.03564615780223146,46.2951006012986,210.63398713133097,0.1567727849233072,0.989042,109
q188,0.9604669854554063,0.9674889597505365,0.9674889597505358,0.9360348872391746,0.03953301454459368,49.27020591030384,224.4918439013901,0.2598235009806747,0.985032,149
q189,0.9656228488041837,0.9721596874795533,0.9721596874795527,0.9450944579603422,0.0343771511958163,44.20044876960105,203.11858567275465,0.1654186336790837,0.977405,186
q190,0.9632671694708484,0.9727352230081238,0.9727352230081233,0.9462138140806639,0.03673283052915155,52.49606754280478,199.24614138570007,0.1665719458946999,0.982825,139
q191,0.9413595067218257,0.9520635288045288,0.9471481877501541,0.9017452459302261,0.05864049327817433,52.2205178403965,248.0424957758061,0.1791956240518119,0.992189,73
q192,0.9735156173954977,0.9801557555163991,0.9843584796128229,0.9648246292838804,0.026484382604502255,36.14462482350689,197.4397839303208,0.2855319724267497,0.97821,137
q193,0.971372307998484,0.9801720873919976,0.9801720873919969,0.9607373209023851,0.028627692001516047,36.412638830796595,251.2876597111955,0.1729172179497915,0.988605,94
q194,0.9669181958947773,0.9747049203947377,0.9747049203947372,0.9500496818417115,0.033081804105222656,45.82443187379681,213.39822772989692,0.2094033921638355,0.988346,119
q195,0.9623891649403752,0.9705185281739118,0.9705185281739113,0.9419062135288555,0.037610835059624814,48.913380385400274,232.98022888417336,0.2017754074103836,0.975014,146
q196,0.971372307998484,0.9801720873919976,0.9801720873919969,0.9607373209023851,0.028627692001516047,36.412638830796595,229.49124472107485,0.2490640904914402,0.988326,111
q197,0.9669181958947773,0.9747049203947377,0.9747049203947372,0.9500496818417115,0.033081804105222656,45.82443187379681,149.2320760778938,0.2201600650047908,0.962064,196
q198,0.9631269781052338,0.9707115196996118,0.9707115196996111,0.9422808544775292,0.036873021894766156,47.6990991805053,223.1669393781459,0.1985620271808362,0.985481,114
q199,0.9656228488041837,0.9721596874795533,0.9721596874795527,0.9450944579603422,0.0343771511958163,44.20044876960105,204.2857147618662,0.21781411836781,0.978017,165
