ordering,captured,cap_alpha,cap_beta,cap_product,missed_mHa_proxy,err_sub_mHa,err_var_mHa,retained_J,top1,n_unique
q160,0.9594649396166383,0.967977825606012,0.9679778256060114,0.9369810708649424,0.04053506038336174,52.33989835720365,232.40456101197535,0.2005827729890191,0.978882,138
q161,0.8727767980444864,0.8959886775364314,0.8964730130446219,0.8032296694049508,0.12722320195551362,94.6387616407094,234.56497578908397,0.1891306993262578,0.985764,105
q162,0.970724501860406,0.9809314350070808,0.9809314350070806,0.9622264801850505,0.02927549813959396,38.88629157530943,198.0341513886401,0.2790755921676486,0.958062,225
q163,0.9604859767463856,0.9684822143555517,0.9684822143555513,0.9379577995230324,0.039514023253614416,51.66783395719676,224.73950365487383,0.2095781625828754,0.983114,146
q164,0.8721931274766214,0.8959514834379506,0.89595148343795,0.8027290606746637,0.12780687252337863,95.58064853150938,224.5080592562374,0.1385175278116442,0.987938,101
q165,0.8539676948367443,0.8861641689037739,0.8861641689037735,0.7852869342489159,0.14603230516325572,97.4818211848998,228.43779520593444,0.1962339067328284,0.988183,95
q166,0.9604669854554064,0.9674889597505365,0.967488959750536,0.9360348872391747,0.03953301454459357,49.27020591030384,227.1731792321674,0.1996042311924427,0.986065,124
q167,0.9612669191985863,0.9690037439622241,0.9690037439622236,0.9389682558128071,0.03873308080141369,49.15162319490207,221.48270664722247,0.2085785908592853,0.981058,165
q168,0.9767411212285889,0.9851341591035051,0.9851341591035049,0.9704893114325699,0.023258878771411085,30.88200145670328,169.31721743620187,0.2049040954978869,0.963885,197
q169,0.9601992876824474,0.9674517656520549,0.9674517656520545,0.9359629188632782,0.039800712317552556,50.166975939504255,208.73670622754048,0.2669239707389662,0.985267,147
q170,0.9724100126954351,0.9796401843161072,0.9821045906801293,0.962109122231577,0.027589987304564856,35.41680728920937,239.38613625695385,0.3016553755262203,0.988047,106
